,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3
0,72,1,0,1,1,2,6,1,3,1,4,1,0,-1,0,0,0,0,1,2020-10-17 17:33:16.499794960,3,0,1,0,0,129,11,1,33,0,68,,,
1,206,1,1,0,2,1,2,1,1,3,2,1,0,0.051767000,0,0,0,0,1,2020-10-17 17:33:18.903822899,0,0,0,0,0,129,5,2,32,255,92,-56.2556,,
2,72,1,0,1,1,2,6,1,4,1,4,1,0,-1,6,1,18,0,1,2020-10-17 17:33:19.415817022,1,0,6,0,0,129,9,3,1,1,145,-56.2556,,
3,196,1,1,0,2,1,1,1,1,4,1,1,0,0.051732000,0,0,0,0,1,2020-10-17 17:33:22.389902115,2,0,4,0,0,129,3,1,55,2,37,-56.2556,83.1941,
4,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:33:23.241765976,1,0,6,0,0,129,10,3,1,1,144,-56.2556,83.1941,
5,89,1,0,1,1,2,9,1,6,1,9,1,0,-1,5,0,15,0,1,2020-10-17 17:33:26.129843950,1,0,2,0,0,129,11,1,38,1,126,-56.2556,83.1941,
6,91,1,1,0,2,1,10,1,1,6,10,1,0,0.051888000,0,0,0,0,1,2020-10-17 17:33:31.843905926,1,0,5,0,0,129,12,0,1,1200,2,-56.2556,83.1941,
7,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:33:40.192034006,4,0,3,0,0,129,15,1,42,1,18,-56.2556,83.1941,1350.42
8,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:33:46.654160023,3,0,1,0,0,129,12,1,33,0,67,-56.2556,83.1941,1350.42
9,72,1,0,1,1,2,6,1,2,1,4,1,0,-1,5,1,15,0,1,2020-10-17 17:33:47.263118982,3,0,5,0,0,129,13,0,1,999,4,-56.2556,83.1941,1350.42
10,286,1,1,0,2,1,5,1,1,2,6,1,0,0.051803000,0,0,0,0,1,2020-10-17 17:33:49.057238102,0,0,0,0,0,129,6,2,32,255,95,-56.4017,83.1941,1350.42
11,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:33:52.543292999,2,0,4,0,0,129,4,1,55,2,56,-56.4017,79.9604,1350.42
12,89,1,0,1,1,2,9,1,6,1,9,1,0,-1,0,0,0,0,1,2020-10-17 17:33:56.284291983,1,0,2,0,0,129,13,1,38,1,133,-56.4017,79.9604,1350.42
13,91,1,1,0,2,1,10,1,1,6,10,1,0,0.051769000,0,0,0,0,1,2020-10-17 17:34:01.616301060,2,0,5,0,0,129,5,0,1,None,3,-56.4017,79.9604,1350.42
14,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:10.346477985,4,0,3,0,0,129,0,1,42,1,19,-56.4017,79.9604,1350.55
15,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:15.559509039,4,0,5,0,0,129,1,0,1,1000,0,-56.4017,79.9604,1350.55
16,60,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:16.808506966,3,0,1,0,0,129,14,1,33,0,69,-56.4017,79.9604,1350.55
17,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:34:19.210551023,0,0,0,0,0,129,7,2,32,255,93,-54.3835,79.9604,1350.55
18,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:22.696639061,2,0,4,0,0,129,6,1,55,2,50,-54.3835,81.4145,1350.55
19,72,1,0,1,1,2,6,1,6,1,4,1,0,-1,0,0,0,0,1,2020-10-17 17:34:26.086637020,1,0,5,0,0,129,14,0,1,1100,5,-54.3835,81.4145,1350.55
20,225,1,1,0,2,1,3,1,1,6,3,1,0,0.051651000,0,0,0,0,1,2020-10-17 17:34:26.438611031,1,0,2,0,0,129,15,1,38,1,127,-54.3835,81.4145,1350.55
21,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:34:40.498805046,4,0,3,0,0,129,2,1,42,1,17,-54.3835,81.4145,1350.54
22,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:46.960892916,3,0,1,0,0,129,15,1,33,0,71,-54.3835,81.4145,1350.54
23,81,1,0,1,1,2,7,1,6,1,7,1,0,-1,10,2,30,0,1,2020-10-17 17:34:49.362986088,0,0,0,0,0,129,8,2,32,255,91,-56.6729,81.4145,1350.54
24,85,1,1,0,2,1,8,1,1,6,8,1,0,0.050860000,0,0,0,0,1,2020-10-17 17:34:52.850055933,2,0,4,0,0,129,7,1,55,2,55,-56.6729,81.084,1350.54
25,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,8,2,24,0,1,2020-10-17 17:34:56.592012882,1,0,2,0,0,129,0,1,38,1,128,-56.6729,81.084,1350.54
26,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:35:05.524192094,2,0,5,0,0,129,8,0,1,82,7,-56.6729,81.084,1350.54
27,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 17:35:10.652194977,4,0,3,0,0,129,3,1,42,1,16,-56.6729,81.084,1350.54
28,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 17:35:16.173341036,4,0,5,0,0,129,4,0,1,1300,6,-56.6729,81.084,1350.54
