,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3
0,72,1,1,0,1,2,7,1,3,1,5,1,0,-1,0,0,0,0,1,2020-10-17 19:09:28.370478868,1,0,2,0,0,129,3,1,38,1,54,,,
1,225,1,0,1,2,1,3,1,1,3,4,1,0,0.151824535,0,0,0,0,1,2020-10-17 19:09:33.754572153,0,0,0,0,0,129,5,2,32,255,36,-56.2576,,
2,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,13,3,39,0,1,2020-10-17 19:09:39.945640087,2,0,4,0,0,129,14,1,55,2,25,-56.2576,79.8732,
3,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:09:40.065599679,1,0,5,0,0,129,4,0,1,1200,2,-56.2576,79.8732,
4,72,1,1,0,1,2,7,1,4,1,5,1,0,-1,0,0,0,0,1,2020-10-17 19:09:45.190610647,1,0,5,0,0,129,5,0,1,1100,4,-56.2576,79.8732,
5,196,1,0,1,2,1,1,1,1,4,2,1,0,0.151852199,0,0,0,0,1,2020-10-17 19:09:52.777769804,3,0,1,0,0,129,4,1,33,0,31,-56.2576,79.8732,
6,72,1,1,0,1,2,7,1,2,1,5,1,0,-1,12,3,36,0,1,2020-10-17 19:09:58.280904770,3,0,6,0,0,129,5,3,1,1,59,-56.2576,79.8732,
7,81,1,1,0,1,2,8,1,3,1,8,1,0,11.542653909,0,0,0,0,1,2020-10-17 19:10:10.104837894,3,0,5,0,0,129,6,0,1,1000,0,-56.2576,79.8732,
8,286,1,0,1,2,1,5,1,1,2,7,1,0,0.152975459,0,0,0,1,0,2020-10-17 19:10:15.042859077,2,0,5,0,0,129,15,0,1,78,3,-56.2576,79.8732,
9,85,1,0,1,2,1,9,1,1,3,9,1,0,0.152466866,0,0,0,0,1,2020-10-17 19:10:21.078959227,4,0,3,0,0,129,10,1,42,1,9,-56.2576,79.8732,1350.54
10,81,1,1,0,1,2,8,1,3,1,8,1,0,4.973656487,27,4,108,1,0,2020-10-17 19:10:25.173890352,4,0,5,0,0,129,11,0,1,1100,1,-56.2576,79.8732,1350.54
11,85,1,0,1,2,1,9,1,1,3,9,1,0,0.151354438,0,0,0,0,1,2020-10-17 19:10:28.522954940,1,0,2,0,0,129,6,1,38,1,53,-56.2576,79.8732,1350.54
12,72,1,1,0,1,2,7,1,6,1,5,1,0,-1,23,4,69,0,1,2020-10-17 19:10:29.692980528,2,0,4,0,0,129,0,1,55,2,24,-56.2576,80.7101,1350.54
13,206,1,0,1,2,1,2,1,1,6,3,1,0,0.152949029,0,0,0,1,2,2020-10-17 19:10:33.908082008,0,0,0,0,0,129,6,2,32,255,35,-56.7887,80.7101,1350.54
14,89,1,1,0,1,2,10,1,6,1,10,1,0,5.351364934,15,3,45,1,0,2020-10-17 19:10:36.130049705,2,0,5,0,0,129,1,0,1,78,6,-56.7887,80.7101,1350.54
15,91,1,0,1,2,1,11,1,1,6,11,1,0,0.151769881,0,0,0,0,1,2020-10-17 19:10:46.555107355,4,0,5,0,0,129,12,0,1,1300,5,-56.7887,80.7101,1350.54
16,81,1,1,0,1,2,8,1,6,1,8,1,0,11.672802911,25,6,75,1,0,2020-10-17 19:10:52.930215120,3,0,1,0,0,129,7,1,33,8,32,-56.7887,80.7101,1350.54
17,85,1,0,1,2,1,9,1,1,6,9,1,0,0.151130251,0,0,0,0,1,2020-10-17 19:11:00.031259297,1,0,6,0,0,129,7,3,1,1,59,-56.7887,80.7101,1350.54
18,81,1,1,0,1,2,8,1,2,1,8,1,0,34.946137190,12,2,36,1,2,2020-10-17 19:11:21.378545046,4,0,3,0,0,129,13,1,42,1,8,-56.7887,80.7101,1303.67
19,85,1,0,1,2,1,9,1,1,2,9,1,0,0.151081644,0,0,0,1,2,2020-10-17 19:11:26.984204054,1,0,5,0,0,129,8,0,1,1200,2,-56.7887,80.7101,1303.67
20,72,1,1,0,1,2,7,1,5,1,5,1,0,-1,18,3,54,0,1,2020-10-17 19:11:28.833980083,1,0,2,0,0,129,9,1,38,1,52,-56.7887,80.7101,1303.67
21,239,1,0,1,2,1,4,1,1,5,6,1,0,0.151957628,0,0,0,1,2,2020-10-17 19:11:30.014180899,2,0,4,0,0,129,2,1,55,2,22,-56.7887,79.358,1303.67
22,81,1,1,0,1,2,8,1,5,1,8,1,0,3.942536426,10,2,30,1,0,2020-10-17 19:11:34.217825890,0,0,0,0,0,129,7,2,32,255,38,-59.8559,79.358,1303.67
23,85,1,0,1,2,1,9,1,1,5,9,1,0,0.152394540,0,0,0,1,2,2020-10-17 19:11:42.517925977,1,0,5,0,0,129,10,0,1,1100,4,-59.8559,79.358,1303.67
24,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 19:11:48.396592140,1,0,5,0,0,129,11,0,1,1100,4,-59.8559,79.358,1303.67
25,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:11:53.226828098,3,0,1,0,0,129,8,1,33,8,34,-59.8559,79.358,1303.67
26,72,1,1,0,1,2,7,1,3,1,5,1,0,43.180082190,5,1,15,0,1,2020-10-17 19:12:02.228208780,3,0,5,0,0,129,9,0,1,1000,0,-59.8559,79.358,1303.67
27,225,1,0,1,2,1,3,1,1,3,4,1,0,0.152262035,0,0,0,0,1,2020-10-17 19:12:21.698520422,4,0,3,0,0,129,14,1,42,1,10,-59.8559,79.358,1343.96
28,72,1,1,0,1,2,7,1,2,1,5,1,0,14.498661590,5,1,15,0,1,2020-10-17 19:12:29.200534582,1,0,2,0,0,129,12,1,38,1,58,-59.8559,79.358,1343.96
29,286,1,0,1,2,1,5,1,1,2,7,1,0,0.151459976,0,0,0,1,2,2020-10-17 19:12:30.317791700,2,0,4,0,0,129,3,1,55,2,20,-59.8559,89.0466,1343.96
