,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,72,1,0,3,1,2,10,1,5,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:38:56.128047943,5,0,3,0,0,129,15,1,38,1,99,,1211.68,,
1,225,1,3,0,2,1,5,1,1,5,4,1,0,0.001006000,0,0,0,0,1,2020-10-17 18:38:57.423139095,3,0,10,0,0,129,10,2,16,15,55,,1211.68,,
2,72,1,0,3,1,2,10,1,4,1,5,1,0,-1,7,1,47,0,1,2020-10-17 18:38:58.457103968,2,0,0,0,0,129,9,2,32,255,72,-56.2583,1211.68,,
3,142,1,3,0,2,1,1,1,1,4,14,1,0,0.001016000,0,0,0,0,1,2020-10-17 18:39:04.284059048,7,0,1,0,0,129,3,1,33,0,68,-56.2583,1211.68,,
4,72,1,0,3,1,2,10,1,11,1,5,1,0,-1,5,1,15,0,1,2020-10-17 18:39:09.068067074,1,0,7,0,0,129,10,1,58,1,43,-56.2583,1211.68,,
5,196,1,3,0,2,1,2,1,1,11,1,1,0,0.001024000,0,0,0,0,1,2020-10-17 18:39:16.833004951,5,0,8,0,0,129,0,0,1,1200,1,-56.2583,1211.68,,
6,60,0,0,4,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:39:22.377058029,4,0,2,0,0,129,10,2,36,511,103,-56.2583,1211.68,,
7,42,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:23.573003054,8,0,4,0,0,129,4,1,42,1,13,-56.2583,1211.68,,1350.55
8,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:28.577037096,5,0,8,0,0,129,1,0,1,1100,5,-56.2583,1211.68,,1350.55
9,60,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:36.594105005,0,0,5,0,0,129,10,1,46,1,21,-56.2583,1211.68,,1350.55
10,60,0,0,4,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:39:37.236044884,2,0,0,0,0,129,11,2,32,255,73,-56.4089,1211.68,,1350.55
11,72,1,0,3,1,2,10,1,6,1,5,1,0,-1,4,1,12,0,1,2020-10-17 18:39:43.592986107,5,0,9,0,0,129,2,3,1,1,117,-56.4089,1211.68,,1350.55
12,206,1,3,0,2,1,3,1,1,6,2,1,0,0.002030000,0,0,0,0,1,2020-10-17 18:39:46.847976923,5,0,9,0,0,129,3,3,1,1,116,-56.4089,1211.68,,1350.55
13,42,0,3,4,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:39:47.836142063,6,0,6,0,0,129,1,1,55,2,37,-56.4089,1211.68,100.068,1350.55
14,42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:51.062041998,7,0,8,0,0,129,4,0,1,1000,0,-56.4089,1211.68,100.068,1350.55
15,72,1,0,3,1,2,10,1,9,1,5,1,0,-1,4,1,12,0,1,2020-10-17 18:39:56.281011105,5,0,3,0,0,129,4,1,38,1,98,-56.4089,1200.86,100.068,1350.55
16,293,1,3,0,2,1,9,1,1,9,9,1,0,0.002022000,0,0,0,0,1,2020-10-17 18:39:56.601069927,6,0,8,0,0,129,2,0,1,78,4,-56.4089,1200.86,100.068,1350.55
17,42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:57.575068951,3,0,10,0,0,129,11,2,16,15,54,-56.4089,1200.86,100.068,1350.55
18,42,0,3,4,0,0,0,0,0,0,0,0,0,-1,4,1,64,0,1,2020-10-17 18:39:58.609101057,2,0,0,0,0,129,10,2,32,255,74,-58.7529,1200.86,100.068,1350.55
19,81,1,0,3,1,2,11,1,5,1,10,1,0,-1,24,4,72,0,1,2020-10-17 18:40:01.601066113,6,0,8,0,0,129,3,0,1,78,9,-58.7529,1200.86,100.068,1350.55
20,85,1,3,0,2,1,12,1,1,5,11,1,0,0.001930000,0,0,0,1,0,2020-10-17 18:40:04.436001062,7,0,1,0,0,129,5,1,33,8,66,-58.7529,1200.86,100.068,1350.55
21,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,11,2,33,0,1,2020-10-17 18:40:07.342036009,8,0,8,0,0,129,5,0,1,1000,0,-58.7529,1200.86,100.068,1350.55
22,42,0,3,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:09.220098972,1,0,7,0,0,129,11,1,58,1,44,-58.7529,1200.86,100.068,1350.55
23,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:15.404989004,8,0,8,0,0,129,6,0,1,1300,6,-58.7529,1200.86,100.068,1350.55
24,42,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:40:22.530083895,4,0,2,0,0,129,11,2,36,511,102,-58.7529,1200.86,100.068,1350.55
25,72,1,0,3,1,2,10,1,7,1,5,1,0,-1,5,1,15,0,1,2020-10-17 18:40:23.725001097,8,0,4,0,0,129,7,1,42,1,12,-58.7529,1200.86,100.068,1313.48
26,208,1,3,0,2,1,4,1,1,7,3,1,0,0.001175000,0,0,0,0,1,2020-10-17 18:40:36.747080088,0,0,5,0,0,129,11,1,46,1,23,-58.7529,1200.86,100.068,1313.48
27,42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:37.388994932,2,0,0,0,0,129,12,2,32,255,71,-56.6415,1200.86,100.068,1313.48
28,72,1,0,3,1,2,10,1,10,1,5,1,0,-1,5,1,80,0,1,2020-10-17 18:40:47.988225937,6,0,6,0,0,129,4,1,55,2,39,-56.6415,1200.86,79.4577,1313.48
29,239,1,3,0,2,1,6,1,1,10,6,1,0,0.001212000,0,0,0,0,1,2020-10-17 18:40:56.513037920,5,0,3,0,0,129,5,1,38,1,97,-56.6415,1207.61,79.4577,1313.48
30,42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:57.814002991,3,0,10,0,0,129,12,2,16,15,53,-56.6415,1207.61,79.4577,1313.48
31,42,0,3,4,0,0,0,0,0,0,0,0,0,-1,9,1,79,0,1,2020-10-17 18:40:58.841063976,2,0,0,0,0,129,11,2,32,255,70,-56.7535,1207.61,79.4577,1313.48
32,42,0,3,0,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 18:41:04.669030905,7,0,1,0,0,129,6,1,33,8,69,-56.7535,1207.61,79.4577,1313.48
33,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:41:09.371046066,1,0,7,0,0,129,12,1,58,1,45,-56.7535,1207.61,79.4577,1313.48
34,81,1,0,3,1,2,11,1,5,1,10,1,0,-1,5,1,15,0,1,2020-10-17 18:41:12.128993988,5,0,8,0,0,129,6,0,1,1200,1,-56.7535,1207.61,79.4577,1313.48
