,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3
0,72,2,0,2,1,2,10,1,4,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:38:57.787705898,3,0,10,0,0,129,10,2,16,15,50,,,
1,142,2,2,0,2,1,1,1,1,4,14,1,0,0.051229000,0,0,0,0,1,2020-10-17 18:38:58.821707010,2,0,0,0,0,129,9,2,32,255,65,-56.2583,,
2,72,2,0,2,1,2,10,1,11,1,5,1,0,-1,3,1,9,0,1,2020-10-17 18:39:04.648657084,7,0,1,0,0,129,3,1,33,0,61,-56.2583,,
3,196,2,2,0,2,1,2,1,1,11,1,1,0,0.051259000,0,0,0,0,1,2020-10-17 18:39:09.432672977,1,0,7,0,0,129,10,1,58,1,38,-56.2583,,
4,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,3,1,9,0,1,2020-10-17 18:39:17.197659016,5,0,8,0,0,129,0,0,1,1200,1,-56.2583,,
5,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:22.741729021,4,0,2,0,0,129,10,2,36,511,93,-56.2583,,
6,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:23.937681913,8,0,4,0,0,129,4,1,42,1,10,-56.2583,,1350.55
7,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:28.941730022,5,0,8,0,0,129,1,0,1,1100,4,-56.2583,,1350.55
8,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,3,1,9,0,1,2020-10-17 18:39:36.958837986,0,0,5,0,0,129,10,1,46,1,18,-56.2583,,1350.55
9,72,2,0,2,1,2,10,1,6,1,5,1,0,-1,3,1,9,0,1,2020-10-17 18:39:37.600781918,2,0,0,0,0,129,11,2,32,255,66,-56.4089,,1350.55
10,206,2,2,0,2,1,3,1,1,6,2,1,0,0.052220000,0,0,0,0,1,2020-10-17 18:39:43.957748890,5,0,9,0,0,129,2,3,1,1,107,-56.4089,,1350.55
11,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,3,1,9,0,1,2020-10-17 18:39:47.212749958,5,0,9,0,0,129,3,3,1,1,106,-56.4089,,1350.55
12,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,3,1,9,0,1,2020-10-17 18:39:48.200928926,6,0,6,0,0,129,1,1,55,2,34,-56.4089,100.068,1350.55
13,72,2,0,2,1,2,10,1,9,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:39:51.426826954,7,0,8,0,0,129,4,0,1,1000,0,-56.4089,100.068,1350.55
14,293,2,2,0,2,1,9,1,1,9,9,1,0,0.052195000,0,0,0,0,1,2020-10-17 18:39:56.645828009,5,0,3,0,0,129,4,1,38,1,89,-56.4089,100.068,1350.55
15,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:56.965886116,6,0,8,0,0,129,2,0,1,78,3,-56.4089,100.068,1350.55
16,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,9,2,66,1,0,2020-10-17 18:39:57.939888000,3,0,10,0,0,129,11,2,16,15,49,-56.4089,100.068,1350.55
17,81,2,0,2,1,2,11,1,5,1,10,1,0,-1,18,3,54,0,1,2020-10-17 18:39:58.973929882,2,0,0,0,0,129,10,2,32,255,67,-58.7529,100.068,1350.55
18,85,2,2,0,2,1,12,1,1,5,11,1,0,0.052109000,0,0,0,1,2,2020-10-17 18:40:01.965903997,6,0,8,0,0,129,3,0,1,78,6,-58.7529,100.068,1350.55
19,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,16,3,48,0,1,2020-10-17 18:40:04.800872087,7,0,1,0,0,129,5,1,33,8,60,-58.7529,100.068,1350.55
20,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:07.706902027,8,0,8,0,0,129,5,0,1,1000,0,-58.7529,100.068,1350.55
21,72,2,0,2,1,2,10,1,7,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:40:09.584963083,1,0,7,0,0,129,11,1,58,1,39,-58.7529,100.068,1350.55
22,208,2,2,0,2,1,4,1,1,7,3,1,0,0.051366000,0,0,0,0,1,2020-10-17 18:40:15.769893885,8,0,8,0,0,129,6,0,1,1300,5,-58.7529,100.068,1350.55
23,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,80,0,1,2020-10-17 18:40:22.895004034,4,0,2,0,0,129,11,2,36,511,92,-58.7529,100.068,1350.55
24,72,2,0,2,1,2,10,1,10,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:40:24.089915037,8,0,4,0,0,129,7,1,42,1,9,-58.7529,100.068,1313.48
25,239,2,2,0,2,1,6,1,1,10,6,1,0,0.051386000,0,0,0,0,1,2020-10-17 18:40:37.112076998,0,0,5,0,0,129,11,1,46,1,20,-58.7529,100.068,1313.48
26,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:37.753988981,2,0,0,0,0,129,12,2,32,255,64,-56.6415,100.068,1313.48
27,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,9,1,79,0,1,2020-10-17 18:40:48.353274107,6,0,6,0,0,129,4,1,55,2,35,-56.6415,79.4577,1313.48
28,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 18:40:56.964020014,5,0,3,0,0,129,5,1,38,1,88,-56.6415,79.4577,1313.48
29,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 18:40:58.253760099,3,0,10,0,0,129,12,2,16,15,48,-56.6415,79.4577,1313.48
30,81,2,0,2,1,2,11,1,5,1,10,1,0,-1,5,1,15,0,1,2020-10-17 18:40:59.281505108,2,0,0,0,0,129,11,2,32,255,63,-56.7535,79.4577,1313.48
31,85,2,2,0,2,1,12,1,1,5,11,1,0,0.051540000,0,0,0,0,1,2020-10-17 18:41:05.120409012,7,0,1,0,0,129,6,1,33,8,62,-56.7535,79.4577,1313.48
32,72,2,0,2,1,2,10,1,8,1,5,1,0,-1,16,4,48,0,1,2020-10-17 18:41:09.806067944,1,0,7,0,0,129,12,1,58,1,40,-56.7535,79.4577,1313.48
33,253,2,2,0,2,1,7,1,1,8,7,1,0,0.051481000,0,0,0,0,1,2020-10-17 18:41:12.565540075,5,0,8,0,0,129,6,0,1,1200,1,-56.7535,79.4577,1313.48
34,72,2,0,2,1,2,10,1,3,1,5,1,0,-1,4,1,64,0,1,2020-10-17 18:41:18.062222004,5,0,8,0,0,129,7,0,1,1200,1,-56.7535,79.4577,1313.48
35,196,2,2,0,2,1,2,1,1,3,1,1,0,0.051575000,0,0,0,0,1,2020-10-17 18:41:23.189523935,4,0,2,0,0,129,12,2,36,511,91,-56.7535,79.4577,1313.48
36,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,64,0,1,2020-10-17 18:41:24.317621946,8,0,4,0,0,129,8,1,42,1,8,-56.7535,79.4577,1305.32
37,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:41:30.668339014,5,0,8,0,0,129,8,0,1,1200,1,-56.7535,79.4577,1305.32
38,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 18:41:36.496189117,5,0,8,0,0,129,9,0,1,1100,4,-56.7535,79.4577,1305.32
39,89,2,0,2,1,2,13,1,5,1,12,1,0,-1,12,2,36,0,1,2020-10-17 18:41:37.405714989,0,0,5,0,0,129,12,1,46,1,21,-56.7535,79.4577,1305.32
40,91,2,2,0,2,1,14,1,1,5,13,1,0,0.051388000,0,0,0,1,0,2020-10-17 18:41:38.054255009,2,0,0,0,0,129,13,2,32,255,69,-59.5381,79.4577,1305.32
41,89,2,0,2,1,2,13,1,5,1,12,1,0,-1,12,2,36,0,1,2020-10-17 18:41:48.672374964,6,0,6,0,0,129,5,1,55,2,33,-59.5381,20.0,1305.32
42,91,2,2,0,2,1,14,1,1,5,13,1,0,0.051132000,0,0,0,0,1,2020-10-17 18:41:55.363193989,7,0,8,0,0,129,7,0,1,1000,0,-59.5381,20.0,1305.32
43,72,2,0,2,1,2,10,1,2,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:41:57.193758011,5,0,3,0,0,129,10,1,38,1,105,-59.5381,20.0,1305.32
44,286,2,2,0,2,1,8,1,1,2,8,1,0,0.050809000,0,0,0,1,0,2020-10-17 18:41:58.483114004,3,0,10,0,0,129,13,2,16,15,56,-59.5381,20.0,1305.32
45,81,2,0,2,1,2,11,1,6,1,10,1,0,-1,11,2,33,0,1,2020-10-17 18:41:59.508275986,2,0,0,0,0,129,12,2,32,255,70,-24.9518,20.0,1305.32
46,85,2,2,0,2,1,12,1,1,6,11,1,0,0.051761000,0,0,0,0,1,2020-10-17 18:41:59.934120893,7,0,8,0,0,129,8,0,1,1000,0,-24.9518,20.0,1305.32
47,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,6,1,31,1,2,2020-10-17 18:42:04.667227983,7,0,8,0,0,129,9,0,1,1000,0,-24.9518,20.0,1305.32
48,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:42:05.353568077,7,0,1,0,0,129,10,1,33,8,81,-24.9518,20.0,1305.32
49,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:42:10.033540010,1,0,7,0,0,129,13,1,58,1,46,-24.9518,20.0,1305.32
50,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:42:15.205720901,6,0,8,0,0,129,6,0,1,78,3,-24.9518,20.0,1305.32
51,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 18:42:23.415066957,4,0,2,0,0,129,13,2,36,511,99,-24.9518,20.0,1305.32
52,72,2,0,2,1,2,10,1,5,1,5,1,0,-1,5,1,15,0,1,2020-10-17 18:42:23.669243097,6,0,8,0,0,129,7,0,1,78,3,-24.9518,20.0,1305.32
53,225,2,2,0,2,1,5,1,1,5,4,1,0,0.051754000,0,0,0,1,0,2020-10-17 18:42:24.551836014,8,0,4,0,0,129,9,1,42,1,11,-24.9518,20.0,1344.11
54,81,2,0,2,1,2,11,1,2,1,10,1,0,-1,0,0,0,0,1,2020-10-17 18:42:36.652087927,6,0,8,0,0,129,8,0,1,78,6,-24.9518,20.0,1344.11
55,85,2,2,0,2,1,12,1,1,2,11,1,0,0.051533000,0,0,0,0,1,2020-10-17 18:42:37.709372997,0,0,5,0,0,129,13,1,46,1,26,-24.9518,20.0,1344.11
56,72,2,0,2,1,2,10,1,4,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:42:38.354135990,2,0,0,0,0,129,14,2,32,255,71,-13.1198,20.0,1344.11
57,142,2,2,0,2,1,1,1,1,4,14,1,0,0.050786000,0,0,0,0,1,2020-10-17 18:42:40.853770018,6,0,8,0,0,129,9,0,1,78,3,-13.1198,20.0,1344.11
58,72,2,0,2,1,2,10,1,11,1,5,1,0,-1,10,2,95,0,1,2020-10-17 18:42:48.544161081,7,0,8,0,0,129,11,0,1,1000,0,-13.1198,20.0,1344.11
59,196,2,2,0,2,1,2,1,1,11,1,1,0,0.050813000,0,0,0,1,0,2020-10-17 18:42:48.980190039,6,0,6,0,0,129,10,1,55,2,28,-13.1198,20.0,1344.11
60,81,2,0,2,1,2,11,1,2,1,10,1,0,-1,9,2,92,0,1,2020-10-17 18:42:57.496011972,5,0,3,0,0,129,11,1,38,1,104,-13.1198,20.0,1344.11
61,85,2,2,0,2,1,12,1,1,2,11,1,0,0.051035000,0,0,0,0,1,2020-10-17 18:42:58.786065102,3,0,10,0,0,129,14,2,16,15,55,-13.1198,20.0,1344.11
62,72,2,0,2,1,2,10,1,6,1,5,1,0,-1,4,1,12,0,1,2020-10-17 18:42:59.008095979,6,0,8,0,0,129,11,0,1,78,3,-13.1198,20.0,1344.11
63,206,2,2,0,2,1,3,1,1,6,2,1,0,0.050825000,0,0,0,1,2,2020-10-17 18:42:59.809652090,2,0,0,0,0,129,13,2,32,255,73,-3.06771,20.0,1344.11
64,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 18:43:05.664108038,7,0,1,0,0,129,12,1,33,0,83,-3.06771,20.0,1344.11
65,81,2,0,2,1,2,11,1,10,1,10,1,0,-1,4,1,12,0,1,2020-10-17 18:43:10.261409997,1,0,7,0,0,129,14,1,58,1,42,-3.06771,20.0,1344.11
66,85,2,2,0,2,1,12,1,1,10,11,1,0,0.052281000,0,0,0,1,2,2020-10-17 18:43:23.638489008,4,0,2,0,0,129,14,2,36,511,97,-3.06771,20.0,1344.11
67,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:43:24.780596972,8,0,4,0,0,129,10,1,42,1,12,-3.06771,20.0,1350.52
68,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:43:38.005785942,0,0,5,0,0,129,14,1,46,1,22,-3.06771,20.0,1350.52
69,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:43:38.590018988,2,0,0,0,0,129,15,2,32,255,74,-2.34835,20.0,1350.52
70,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:43:49.284550905,6,0,6,0,0,129,12,1,55,2,30,-2.34835,20.0,1350.52
71,72,2,0,2,1,2,10,1,9,1,5,1,0,-1,4,1,12,0,1,2020-10-17 18:43:57.725198984,5,0,3,0,0,129,12,1,38,1,103,-2.34835,20.0,1350.52
72,293,2,2,0,2,1,9,1,1,9,9,1,0,0.051008000,0,0,0,0,1,2020-10-17 18:43:59.013979912,3,0,10,0,0,129,15,2,16,15,53,-2.34835,20.0,1350.52
73,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,64,1,2,2020-10-17 18:44:00.037563086,2,0,0,0,0,129,14,2,32,255,75,-3.6277,20.0,1350.52
74,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,12,2,36,1,2,2020-10-17 18:44:05.892709970,7,0,1,0,0,129,13,1,33,0,84,-3.6277,20.0,1350.52
75,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:44:10.501866102,1,0,7,0,0,129,15,1,58,1,43,-3.6277,20.0,1350.52
76,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:44:23.865672112,4,0,2,0,0,129,15,2,36,511,94,-3.6277,20.0,1350.52
77,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 18:44:25.011543989,8,0,4,0,0,129,11,1,42,1,13,-3.6277,20.0,1350.54
78,81,2,0,2,1,2,11,1,10,1,10,1,0,-1,6,1,18,0,1,2020-10-17 18:44:38.305742979,0,0,5,0,0,129,15,1,46,1,23,-3.6277,20.0,1350.54
79,85,2,2,0,2,1,12,1,1,10,11,1,0,0.050954000,0,0,0,1,2,2020-10-17 18:44:38.823021889,2,0,0,0,0,129,0,2,32,255,76,-5.71701,20.0,1350.54
80,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:44:49.588066101,6,0,6,0,0,129,13,1,55,2,31,-5.71701,20.0,1350.54
81,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,12,2,36,1,2,2020-10-17 18:44:57.949991941,5,0,3,0,0,129,13,1,38,1,102,-5.71701,20.0,1350.54
82,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:44:59.309504032,3,0,10,0,0,129,0,2,16,15,52,-5.71701,20.0,1350.54
83,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 18:45:00.333425999,2,0,0,0,0,129,15,2,32,255,77,-6.66852,20.0,1350.54
84,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:45:06.208379984,7,0,1,0,0,129,14,1,33,0,86,-6.66852,20.0,1350.54
85,72,2,0,2,1,2,10,1,7,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:45:10.793411016,1,0,7,0,0,129,0,1,58,1,45,-6.66852,20.0,1350.54
86,208,2,2,0,2,1,4,1,1,7,3,1,0,0.052004000,0,0,0,0,1,2020-10-17 18:45:24.089905977,4,0,2,0,0,129,0,2,36,511,95,-6.66852,20.0,1350.54
87,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,10,2,95,1,2,2020-10-17 18:45:25.237812042,8,0,4,0,0,129,12,1,42,1,14,-6.66852,20.0,1350.55
88,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:45:38.529861927,0,0,5,0,0,129,0,1,46,1,24,-6.66852,20.0,1350.55
89,72,2,0,2,1,2,10,1,10,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:45:39.077269077,2,0,0,0,0,129,1,2,32,255,78,-8.0692,20.0,1350.55
90,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:45:49.903285980,6,0,6,0,0,129,14,1,55,2,32,-8.0692,20.0,1350.55
91,239,2,2,0,2,1,6,1,1,10,6,1,0,0.051054000,0,0,0,0,1,2020-10-17 18:45:58.260122061,5,0,3,0,0,129,14,1,38,1,101,-8.0692,20.0,1350.55
92,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:45:59.613523960,3,0,10,0,0,129,1,2,16,15,51,-8.0692,20.0,1350.55
93,72,2,0,2,1,2,10,1,8,1,5,1,0,-1,29,6,85,0,1,2020-10-17 18:46:00.649540901,2,0,0,0,0,129,0,2,32,255,79,-8.70113,20.0,1350.55
94,253,2,2,0,2,1,7,1,1,8,7,1,0,0.052150000,0,0,0,0,1,2020-10-17 18:46:06.520442963,7,0,1,0,0,129,15,1,33,0,85,-8.70113,20.0,1350.55
95,72,2,0,2,1,2,10,1,3,1,5,1,0,-1,4,1,12,0,1,2020-10-17 18:46:11.097980976,1,0,7,0,0,129,1,1,58,1,44,-8.70113,20.0,1350.55
96,196,2,2,0,2,1,2,1,1,3,1,1,0,0.052149000,0,0,0,1,2,2020-10-17 18:46:24.316365004,4,0,2,0,0,129,1,2,36,511,96,-8.70113,20.0,1350.55
97,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:46:25.278250933,8,0,4,0,0,129,1,1,42,1,15,-8.70113,20.0,1350.55
98,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,64,1,2,2020-10-17 18:46:25.884269953,8,0,4,0,0,129,3,1,42,1,16,-8.70113,20.0,20.0
99,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:46:38.752537966,0,0,5,0,0,129,1,1,46,1,25,-8.70113,20.0,20.0
100,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,12,1,2,2020-10-17 18:46:39.310672998,2,0,0,0,0,129,2,2,32,255,80,-9.64224,20.0,20.0
101,42,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:46:40.519757032,8,0,8,0,0,129,4,0,1,1000,0,-9.64224,20.0,20.0
102,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:46:44.236063957,8,0,8,0,0,129,5,0,1,1000,0,-9.64224,20.0,20.0
103,72,2,0,2,1,2,10,1,2,1,5,1,0,-1,20,0,60,0,1,2020-10-17 18:46:49.890563965,8,0,8,0,0,129,6,0,1,1300,2,-9.64224,20.0,20.0
104,286,2,2,0,2,1,8,1,1,2,8,1,0,0.051466000,0,0,0,0,1,2020-10-17 18:46:50.232521057,6,0,6,0,0,129,15,1,55,2,29,-9.64224,20.0,20.0
105,42,0,1,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:46:58.571976900,5,0,3,0,0,129,15,1,38,1,100,-9.64224,20.0,20.0
106,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:46:59.040429115,8,0,8,0,0,129,7,0,1,1300,5,-9.64224,20.0,20.0
