,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:26:26.944940090,3,0,1,0,0,129,9,1,33,0,35,,,,
1,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 19:26:34.887908936,2,0,4,0,0,129,6,1,55,2,27,,,79.8731,
2,72,1,0,1,1,2,6,1,6,1,4,1,0,-1,0,0,0,0,1,2020-10-17 19:26:36.829921007,0,0,0,0,0,129,6,2,32,255,46,-56.2576,,79.8731,
3,206,1,1,0,2,1,2,1,1,6,2,1,0,0.000774000,0,0,0,0,1,2020-10-17 19:26:50.421850920,1,0,2,0,0,129,0,1,38,1,61,-56.2576,1211.67,79.8731,
4,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,14,3,42,0,1,2020-10-17 19:26:55.091856956,1,0,5,0,0,129,1,0,1,1100,6,-56.2576,1211.67,79.8731,
5,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:27:00.496876955,4,0,3,0,0,129,3,1,42,1,14,-56.2576,1211.67,79.8731,1350.55
6,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:27:10.493859053,1,0,5,0,0,129,2,0,1,1200,3,-56.2576,1211.67,79.8731,1350.55
7,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:27:18.249972105,3,0,5,0,0,129,10,0,1,1000,0,-56.2576,1211.67,79.8731,1350.55
8,72,1,0,1,1,2,6,1,2,1,4,1,0,-1,4,1,12,0,1,2020-10-17 19:27:22.590888023,2,0,5,0,0,129,7,0,1,78,5,-56.2576,1211.67,79.8731,1350.55
9,286,1,1,0,2,1,5,1,1,2,6,1,0,0.001802000,0,0,0,0,1,2020-10-17 19:27:27.096901894,3,0,1,0,0,129,11,1,33,8,34,-56.2576,1211.67,79.8731,1350.55
10,72,1,0,1,1,2,6,1,4,1,4,1,0,-1,8,2,76,0,1,2020-10-17 19:27:29.271912098,4,0,3,0,0,129,4,1,42,1,15,-56.2576,1211.67,79.8731,1350.55
11,196,1,1,0,2,1,1,1,1,4,1,1,0,0.001791000,0,0,0,0,1,2020-10-17 19:27:32.499864101,4,0,5,0,0,129,5,0,1,1100,2,-56.2576,1211.67,79.8731,1350.55
12,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,8,2,76,0,1,2020-10-17 19:27:35.038860083,2,0,4,0,0,129,8,1,55,2,23,-56.2576,1211.67,78.7769,1350.55
13,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:27:36.981899977,0,0,0,0,0,129,7,2,32,255,44,-59.2574,1211.67,78.7769,1350.55
14,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 19:27:38.161840916,4,0,5,0,0,129,6,0,1,1300,7,-59.2574,1211.67,78.7769,1350.55
15,72,1,0,1,1,2,6,1,3,1,4,1,0,-1,30,5,90,0,1,2020-10-17 19:27:42.610857964,2,0,5,0,0,129,9,0,1,78,10,-59.2574,1211.67,78.7769,1350.55
16,225,1,1,0,2,1,3,1,1,3,3,1,0,0.001962000,0,0,0,0,1,2020-10-17 19:27:50.572881937,1,0,2,0,0,129,3,1,38,1,60,-59.2574,1205.31,78.7769,1350.55
17,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 19:27:54.931816101,1,0,6,0,0,129,4,3,1,1,63,-59.2574,1205.31,78.7769,1350.55
18,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 19:27:58.941838026,1,0,6,0,0,129,5,3,1,1,62,-59.2574,1205.31,78.7769,1350.55
19,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:28:27.249905109,3,0,1,0,0,129,12,1,33,8,36,-59.2574,1205.31,78.7769,1350.55
20,81,1,0,1,1,2,7,1,3,1,7,1,0,-1,0,0,0,0,1,2020-10-17 19:28:29.492860079,4,0,3,0,0,129,7,1,42,1,11,-59.2574,1205.31,78.7769,1303.63
21,85,1,1,0,2,1,8,1,1,3,8,1,0,0.002076000,0,0,0,1,0,2020-10-17 19:28:35.259888887,2,0,4,0,0,129,10,1,55,2,26,-59.2574,1205.31,78.9574,1303.63
22,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,15,3,45,0,1,2020-10-17 19:28:37.215862989,0,0,0,0,0,129,8,2,32,255,43,-56.591,1205.31,78.9574,1303.63
23,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:28:43.474844933,2,0,5,0,0,129,11,0,1,78,5,-56.591,1205.31,78.9574,1303.63
24,72,1,0,1,1,2,6,1,5,1,4,1,0,-1,0,0,0,0,1,2020-10-17 19:28:46.591837883,2,0,5,0,0,129,12,0,1,78,5,-56.591,1205.31,78.9574,1303.63
25,239,1,1,0,2,1,4,1,1,5,5,1,0,0.001893000,0,0,0,0,1,2020-10-17 19:28:50.725843906,1,0,2,0,0,129,6,1,38,1,59,-56.591,1205.05,78.9574,1303.63
26,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,18,4,80,0,1,2020-10-17 19:28:51.133888960,2,0,5,0,0,129,13,0,1,78,5,-56.591,1205.05,78.9574,1303.63
27,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:28:54.818860054,2,0,5,0,0,129,14,0,1,20,9,-56.591,1205.05,78.9574,1303.63
28,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 19:29:00.002882957,2,0,5,0,0,129,15,0,1,20,4,-56.591,1205.05,78.9574,1303.63
29,81,1,0,1,1,2,7,1,3,1,7,1,0,-1,0,0,0,0,1,2020-10-17 19:29:14.026871920,4,0,5,0,0,129,8,0,1,20,4,-56.591,1205.05,78.9574,1303.63
30,85,1,1,0,2,1,8,1,1,3,8,1,0,0.000505000,0,0,0,1,0,2020-10-17 19:29:17.978842974,4,0,5,0,0,129,9,0,1,20,8,-56.591,1205.05,78.9574,1303.63
31,81,1,0,1,1,2,7,1,6,1,7,1,0,-1,24,4,72,0,1,2020-10-17 19:29:27.486937046,3,0,1,0,0,129,13,1,33,8,40,-56.591,1205.05,78.9574,1303.63
32,85,1,1,0,2,1,8,1,1,6,8,1,0,0.000881000,0,0,0,1,0,2020-10-17 19:29:29.812927008,4,0,3,0,0,129,10,1,42,1,18,-56.591,1205.05,78.9574,549.197
33,81,1,0,1,1,2,7,1,2,1,7,1,0,-1,11,2,33,0,1,2020-10-17 19:29:35.562907934,2,0,4,0,0,129,0,1,55,2,28,-56.591,1205.05,35.7593,549.197
34,85,1,1,0,2,1,8,1,1,2,8,1,0,0.000862000,0,0,0,0,1,2020-10-17 19:29:37.519912004,0,0,0,0,0,129,9,2,32,255,51,-55.6064,1205.05,35.7593,549.197
35,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 19:29:51.027915001,1,0,2,0,0,129,7,1,38,1,56,-55.6064,1266.29,35.7593,549.197
36,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:30:07.345851898,1,0,5,0,0,129,8,0,1,20,4,-55.6064,1266.29,35.7593,549.197
37,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:30:14.221834898,1,0,5,0,0,129,9,0,1,20,8,-55.6064,1266.29,35.7593,549.197
38,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,6,1,31,0,1,2020-10-17 19:30:25.498816013,1,0,6,0,0,129,10,3,1,1,63,-55.6064,1266.29,35.7593,549.197
39,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:30:27.707887888,3,0,1,0,0,129,14,1,33,8,39,-55.6064,1266.29,35.7593,549.197
40,72,1,0,1,1,2,6,1,6,1,4,1,0,-1,5,1,15,0,1,2020-10-17 19:30:30.049877882,4,0,3,0,0,129,11,1,42,1,16,-55.6064,1266.29,35.7593,96.8784
41,206,1,1,0,2,1,2,1,1,6,2,1,0,0.001251000,0,0,0,0,1,2020-10-17 19:30:35.882904053,2,0,4,0,0,129,1,1,55,2,29,-55.6064,1266.29,40.2916,96.8784
42,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:30:37.822913885,0,0,0,0,0,129,10,2,32,247,32,106.944,1266.29,40.2916,96.8784
43,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:30:47.163938999,3,0,1,0,0,129,15,1,33,8,50,106.944,1266.29,40.2916,96.8784
44,72,1,0,1,1,2,6,1,5,1,4,1,0,-1,5,1,15,0,1,2020-10-17 19:30:51.347884893,1,0,2,0,0,129,11,1,38,1,52,106.944,222.119,40.2916,96.8784
