,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:26:35.327264309,2,0,4,0,0,129,6,1,55,2,22,,,79.8731,
1,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:26:37.269298792,0,0,0,0,0,129,6,2,32,255,38,-56.2576,,79.8731,
2,72,1,1,0,1,2,6,1,2,1,4,1,0,-1,4,1,12,0,1,2020-10-17 19:26:50.861374140,1,0,2,0,0,129,0,1,38,1,52,-56.2576,1211.67,79.8731,
3,286,1,0,1,2,1,5,1,1,2,6,1,0,0.152521771,0,0,0,0,1,2020-10-17 19:26:55.531403065,1,0,5,0,0,129,1,0,1,1100,5,-56.2576,1211.67,79.8731,
4,72,1,1,0,1,2,6,1,4,1,4,1,0,-1,8,2,76,0,1,2020-10-17 19:27:00.936442137,4,0,3,0,0,129,3,1,42,1,10,-56.2576,1211.67,79.8731,1350.55
5,196,1,0,1,2,1,1,1,1,4,1,1,0,0.152547914,0,0,0,0,1,2020-10-17 19:27:10.933518171,1,0,5,0,0,129,2,0,1,1200,3,-56.2576,1211.67,79.8731,1350.55
6,72,1,1,0,1,2,6,1,3,1,4,1,0,-1,42,8,178,0,1,2020-10-17 19:27:18.689679623,3,0,5,0,0,129,10,0,1,1000,0,-56.2576,1211.67,79.8731,1350.55
7,225,1,0,1,2,1,3,1,1,3,3,1,0,0.152759558,0,0,0,0,1,2020-10-17 19:27:23.030597687,2,0,5,0,0,129,7,0,1,78,4,-56.2576,1211.67,79.8731,1350.55
8,81,1,1,0,1,2,7,1,3,1,7,1,0,4.517176688,10,2,30,1,0,2020-10-17 19:27:27.536656618,3,0,1,0,0,129,11,1,33,8,29,-56.2576,1211.67,79.8731,1350.55
9,85,1,0,1,2,1,8,1,1,3,8,1,0,0.152852313,0,0,0,1,2,2020-10-17 19:27:29.711673498,4,0,3,0,0,129,4,1,42,1,11,-56.2576,1211.67,79.8731,1350.55
10,72,1,1,0,1,2,6,1,5,1,4,1,0,-1,15,3,45,0,1,2020-10-17 19:27:32.939642668,4,0,5,0,0,129,5,0,1,1100,2,-56.2576,1211.67,79.8731,1350.55
11,239,1,0,1,2,1,4,1,1,5,5,1,0,0.152644900,0,0,0,0,1,2020-10-17 19:27:35.478728771,2,0,4,0,0,129,8,1,55,2,19,-56.2576,1211.67,78.7769,1350.55
12,81,1,1,0,1,2,7,1,3,1,7,1,0,15.250856031,22,5,92,1,0,2020-10-17 19:27:37.421706915,0,0,0,0,0,129,7,2,32,255,37,-59.2574,1211.67,78.7769,1350.55
13,85,1,0,1,2,1,8,1,1,3,8,1,0,0.151258963,0,0,0,0,1,2020-10-17 19:27:38.601690054,4,0,5,0,0,129,6,0,1,1300,6,-59.2574,1211.67,78.7769,1350.55
14,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,18,3,54,0,1,2020-10-17 19:27:43.050731659,2,0,5,0,0,129,9,0,1,78,7,-59.2574,1211.67,78.7769,1350.55
15,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:27:51.012833357,1,0,2,0,0,129,3,1,38,1,51,-59.2574,1205.31,78.7769,1350.55
16,81,1,1,0,1,2,7,1,6,1,7,1,0,-1,6,1,18,1,0,2020-10-17 19:27:55.371772051,1,0,6,0,0,129,4,3,1,1,54,-59.2574,1205.31,78.7769,1350.55
17,85,1,0,1,2,1,8,1,1,6,8,1,0,0.151642538,0,0,0,0,1,2020-10-17 19:27:59.381830931,1,0,6,0,0,129,5,3,1,1,53,-59.2574,1205.31,78.7769,1350.55
18,81,1,1,0,1,2,7,1,2,1,7,1,0,47.551767531,11,2,33,1,0,2020-10-17 19:28:27.774593830,3,0,1,0,0,129,12,1,33,8,30,-59.2574,1205.31,78.7769,1350.55
19,85,1,0,1,2,1,8,1,1,2,8,1,0,0.151565875,0,0,0,1,2,2020-10-17 19:28:30.026407957,4,0,3,0,0,129,7,1,42,1,8,-59.2574,1205.31,78.7769,20.0
20,72,1,1,0,1,2,6,1,6,1,4,1,0,8.695012321,11,2,46,0,1,2020-10-17 19:28:35.778445721,2,0,4,0,0,129,10,1,55,2,21,-59.2574,1205.31,20.0,20.0
21,206,1,0,1,2,1,2,1,1,6,2,1,0,0.151964714,5,1,15,1,2,2020-10-17 19:28:37.739953518,0,0,0,0,0,129,8,2,32,255,36,-56.591,1205.31,20.0,20.0
