,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3
0,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:09:20.494050026,4,0,3,0,0,129,9,1,42,1,13,,,1350.55
1,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:09:27.938982964,1,0,2,0,0,129,3,1,38,1,60,,,1350.55
2,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 19:09:33.322998047,0,0,0,0,0,129,5,2,32,255,41,-56.2576,,1350.55
3,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:09:39.514051914,2,0,4,0,0,129,14,1,55,2,30,-56.2576,79.8732,1350.55
4,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,30,5,90,0,1,2020-10-17 19:09:39.634013891,1,0,5,0,0,129,4,0,1,1200,2,-56.2576,79.8732,1350.55
5,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 19:09:44.758979082,1,0,5,0,0,129,5,0,1,1100,5,-56.2576,79.8732,1350.55
6,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,18,3,54,0,1,2020-10-17 19:09:52.346054077,3,0,1,0,0,129,4,1,33,0,36,-56.2576,79.8732,1350.55
7,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:09:57.849181890,3,0,6,0,0,129,5,3,1,1,65,-56.2576,79.8732,1350.55
8,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 19:10:09.673038960,3,0,5,0,0,129,6,0,1,1000,0,-56.2576,79.8732,1350.55
9,72,1,0,2,1,2,6,1,5,1,4,1,0,-1,0,0,0,0,1,2020-10-17 19:10:14.611012936,2,0,5,0,0,129,15,0,1,78,4,-56.2576,79.8732,1350.55
