,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3
0,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:31:45.690540075,3,0,1,0,0,129,8,1,33,0,79,,,
1,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:31:51.579567909,2,0,4,0,0,129,0,1,55,2,66,,79.873,
2,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 17:31:55.319528103,1,0,2,0,0,129,5,1,38,1,154,,79.873,
3,72,1,0,2,1,2,7,1,3,1,5,1,0,-1,6,1,18,0,1,2020-10-17 17:32:09.383543015,4,0,3,0,0,129,12,1,42,1,24,,79.873,1350.55
4,206,1,2,0,2,1,2,1,1,3,2,1,0,0.001623000,0,0,0,0,1,2020-10-17 17:32:15.843539000,3,0,1,0,0,129,9,1,33,0,80,,79.873,1350.55
5,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,17,3,51,0,1,2020-10-17 17:32:17.940577984,0,0,0,0,0,129,1,2,32,255,110,-56.2559,79.873,1350.55
6,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:32:18.246550083,0,0,0,0,0,129,3,2,32,255,110,-56.2559,79.873,1350.55
7,72,1,0,2,1,2,7,1,2,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:32:21.732561111,2,0,4,0,0,129,1,1,55,2,67,-56.2559,79.873,1350.55
8,286,1,2,0,2,1,5,1,1,2,7,1,0,0.001643000,0,0,0,0,1,2020-10-17 17:32:25.473525047,1,0,2,0,0,129,6,1,38,1,155,-56.2559,79.873,1350.55
9,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:32:39.536561011,4,0,3,0,0,129,13,1,42,1,23,-56.2559,79.873,1350.55
10,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:32:45.996537924,3,0,1,0,0,129,10,1,33,0,81,-56.2559,79.873,1350.55
11,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:32:48.400593996,0,0,0,0,0,129,4,2,32,255,109,-56.2557,79.873,1350.55
12,72,1,0,2,1,2,7,1,6,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:32:51.886565924,2,0,4,0,0,129,2,1,55,2,65,-56.2557,79.8729,1350.55
13,225,1,2,0,2,1,3,1,1,6,4,1,0,0.001473000,0,0,0,0,1,2020-10-17 17:32:55.626502037,1,0,2,0,0,129,7,1,38,1,153,-56.2557,79.8729,1350.55
14,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,27,6,81,0,1,2020-10-17 17:33:02.629757881,1,0,6,0,0,129,8,3,1,1,166,-56.2557,79.8729,1350.55
15,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 17:33:09.689615965,4,0,3,0,0,129,14,1,42,1,22,-56.2557,79.8729,1350.55
16,72,1,0,2,1,2,7,1,5,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:33:16.149585009,3,0,1,0,0,129,11,1,33,0,82,-56.2557,79.8729,1350.55
17,239,1,2,0,2,1,4,1,1,5,6,1,0,0.002157000,0,0,0,0,1,2020-10-17 17:33:18.553590059,0,0,0,0,0,129,5,2,32,255,108,-56.2556,79.8729,1350.55
18,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:33:19.065570116,1,0,6,0,0,129,9,3,1,1,167,-56.2556,79.8729,1350.55
19,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,9,1,66,0,1,2020-10-17 17:33:22.039622068,2,0,4,0,0,129,3,1,55,2,44,-56.2556,83.1941,1350.55
20,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:33:22.891491890,1,0,6,0,0,129,10,3,1,1,166,-56.2556,83.1941,1350.55
21,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 17:33:25.779520035,1,0,2,0,0,129,11,1,38,1,145,-56.2556,83.1941,1350.55
22,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:33:31.493522882,1,0,5,0,0,129,12,0,1,1200,2,-56.2556,83.1941,1350.55
23,60,0,0,3,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 17:33:39.841551065,4,0,3,0,0,129,15,1,42,1,25,-56.2556,83.1941,1350.42
24,72,1,0,2,1,2,7,1,3,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:33:46.303579092,3,0,1,0,0,129,12,1,33,0,78,-56.2556,83.1941,1350.42
25,206,1,2,0,2,1,2,1,1,3,2,1,0,0.001231000,0,0,0,0,1,2020-10-17 17:33:46.912537098,3,0,5,0,0,129,13,0,1,999,5,-56.2556,83.1941,1350.42
26,78,1,0,2,1,2,8,1,4,1,8,1,0,-1,6,1,18,0,1,2020-10-17 17:33:48.706614017,0,0,0,0,0,129,6,2,32,255,113,-56.4017,83.1941,1350.42
27,71,1,2,0,2,1,6,1,1,4,3,1,0,0.003843000,0,0,0,0,1,2020-10-17 17:33:52.192625999,2,0,4,0,0,129,4,1,55,2,64,-56.4017,79.9604,1350.42
28,81,1,0,2,1,2,9,1,4,1,9,1,0,-1,0,0,0,0,1,2020-10-17 17:33:55.933578968,1,0,2,0,0,129,13,1,38,1,152,-56.4017,79.9604,1350.42
29,196,1,2,0,2,1,1,1,1,4,1,1,0,0.000241000,0,0,0,0,1,2020-10-17 17:34:01.265537976,2,0,5,0,0,129,5,0,1,None,4,-56.4017,79.9604,1350.42
30,78,1,0,2,1,2,8,1,4,1,8,1,0,-1,0,0,0,0,1,2020-10-17 17:34:09.995592117,4,0,3,0,0,129,0,1,42,1,26,-56.4017,79.9604,1350.55
31,71,1,2,0,2,1,6,1,1,4,3,1,0,0.001718000,0,0,0,0,1,2020-10-17 17:34:15.208554029,4,0,5,0,0,129,1,0,1,1000,0,-56.4017,79.9604,1350.55
32,72,1,0,2,1,2,7,1,4,1,5,1,0,-1,6,1,18,0,1,2020-10-17 17:34:16.457530975,3,0,1,0,0,129,14,1,33,0,83,-56.4017,79.9604,1350.55
33,196,1,2,0,2,1,1,1,1,4,1,1,0,0.000290000,0,0,0,0,1,2020-10-17 17:34:18.859545946,0,0,0,0,0,129,7,2,32,255,111,-54.3835,79.9604,1350.55
34,72,1,0,2,1,2,7,1,2,1,5,1,0,-1,5,1,15,0,1,2020-10-17 17:34:22.345578909,2,0,4,0,0,129,6,1,55,2,58,-54.3835,81.4145,1350.55
35,286,1,2,0,2,1,5,1,1,2,7,1,0,0.000850000,0,0,0,0,1,2020-10-17 17:34:25.735548019,1,0,5,0,0,129,14,0,1,1100,6,-54.3835,81.4145,1350.55
36,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:34:26.087517023,1,0,2,0,0,129,15,1,38,1,146,-54.3835,81.4145,1350.55
37,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:40.147558928,4,0,3,0,0,129,2,1,42,1,21,-54.3835,81.4145,1350.54
38,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:46.609534979,3,0,1,0,0,129,15,1,33,0,85,-54.3835,81.4145,1350.54
39,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:34:49.011584997,0,0,0,0,0,129,8,2,32,255,106,-56.6729,81.4145,1350.54
40,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:34:52.498603106,2,0,4,0,0,129,7,1,55,2,63,-56.6729,81.084,1350.54
41,72,1,0,2,1,2,7,1,6,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:34:56.240531921,1,0,2,0,0,129,0,1,38,1,147,-56.6729,81.084,1350.54
42,225,1,2,0,2,1,3,1,1,6,4,1,0,0.002089000,0,0,0,0,1,2020-10-17 17:35:05.172596931,2,0,5,0,0,129,8,0,1,82,10,-56.6729,81.084,1350.54
43,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,26,6,78,0,1,2020-10-17 17:35:10.300554991,4,0,3,0,0,129,3,1,42,1,20,-56.6729,81.084,1350.54
44,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 17:35:15.821607113,4,0,5,0,0,129,4,0,1,1300,7,-56.6729,81.084,1350.54
45,72,1,0,2,1,2,7,1,5,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:35:16.762557030,3,0,1,0,0,129,0,1,33,0,86,-56.6729,81.084,1350.54
46,239,1,2,0,2,1,4,1,1,5,6,1,0,0.000975000,0,0,0,0,1,2020-10-17 17:35:19.163592100,0,0,0,0,0,129,9,2,32,255,104,-56.4132,81.084,1350.54
47,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:35:22.651627064,2,0,4,0,0,129,9,1,55,2,59,-56.4132,83.366,1350.54
48,72,1,0,2,1,2,7,1,3,1,5,1,0,-1,34,6,90,0,1,2020-10-17 17:35:26.392571926,1,0,2,0,0,129,1,1,38,1,150,-56.4132,83.366,1350.54
49,206,1,2,0,2,1,2,1,1,3,2,1,0,0.000816000,0,0,0,0,1,2020-10-17 17:35:40.452599049,4,0,3,0,0,129,5,1,42,1,16,-56.4132,83.366,1305.64
50,72,1,0,2,1,2,7,1,4,1,5,1,0,-1,6,1,18,0,1,2020-10-17 17:35:46.914580107,3,0,1,0,0,129,1,1,33,0,89,-56.4132,83.366,1305.64
51,196,1,2,0,2,1,1,1,1,4,1,1,0,0.001844000,0,0,0,0,1,2020-10-17 17:35:49.316628933,0,0,0,0,0,129,10,2,32,255,101,-56.9222,83.366,1305.64
52,72,1,0,2,1,2,7,1,2,1,5,1,0,-1,5,1,15,0,1,2020-10-17 17:35:52.804619074,2,0,4,0,0,129,10,1,55,2,62,-56.9222,83.3727,1305.64
53,286,1,2,0,2,1,5,1,1,2,7,1,0,0.001906000,0,0,0,0,1,2020-10-17 17:35:56.545576096,1,0,2,0,0,129,2,1,38,1,151,-56.9222,83.3727,1305.64
54,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:36:10.605556011,4,0,3,0,0,129,6,1,42,1,14,-56.9222,83.3727,1305.22
55,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:36:17.068526983,3,0,1,0,0,129,2,1,33,0,88,-56.9222,83.3727,1305.22
56,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:36:19.469572067,0,0,0,0,0,129,11,2,32,255,102,-56.9971,83.3727,1305.22
57,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:36:22.957552910,2,0,4,0,0,129,11,1,55,2,61,-56.9971,83.3557,1305.22
58,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:36:26.699523926,1,0,2,0,0,129,3,1,38,1,149,-56.9971,83.3557,1305.22
59,72,1,0,2,1,2,7,1,6,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:36:40.758562088,4,0,3,0,0,129,7,1,42,1,15,-56.9971,83.3557,1305.19
60,225,1,2,0,2,1,3,1,1,6,4,1,0,0.000668000,0,0,0,0,1,2020-10-17 17:36:47.222516060,3,0,1,0,0,129,3,1,33,0,87,-56.9971,83.3557,1305.19
61,89,1,0,2,1,2,11,1,6,1,11,1,0,-1,19,4,57,0,1,2020-10-17 17:36:49.623555899,0,0,0,0,0,129,12,2,32,255,103,-57.0569,83.3557,1305.19
62,91,1,2,0,2,1,12,1,1,6,12,1,0,0.000374000,0,0,0,0,1,2020-10-17 17:36:53.110574007,2,0,4,0,0,129,12,1,55,2,60,-57.0569,83.35,1305.19
63,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,8,2,24,0,1,2020-10-17 17:36:56.852545977,1,0,2,0,0,129,4,1,38,1,148,-57.0569,83.35,1305.19
64,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:37:10.911540985,4,0,3,0,0,129,8,1,42,1,17,-57.0569,83.35,1305.17
65,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:37:15.584562063,4,0,5,0,0,129,9,0,1,20,3,-57.0569,83.35,1305.17
66,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 17:37:17.448515892,3,0,1,0,0,129,4,1,33,0,93,-57.0569,83.35,1305.17
67,72,1,0,2,1,2,7,1,5,1,5,1,0,-1,0,0,0,0,1,2020-10-17 17:37:19.853549957,0,0,0,0,0,129,13,2,32,255,100,-55.1543,83.35,1305.17
68,239,1,2,0,2,1,4,1,1,5,6,1,0,0.001651000,0,0,0,0,1,2020-10-17 17:37:23.263587952,2,0,4,0,0,129,13,1,55,2,54,-55.1543,89.3355,1305.17
