,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:09:11.977170944,9,0,5,0,0,129,11,1,42,1,30,,,,1350.55
1,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:09:12.307276011,8,0,2,0,0,129,3,1,33,0,188,,,1049.19,1350.55
2,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 16:09:12.355304003,7,0,7,0,0,129,3,1,55,2,58,,90.1082,1049.19,1350.55
3,72,1,0,1,1,2,11,1,6,1,6,1,0,-1,6,1,18,0,1,2020-10-17 16:09:12.939239979,5,0,3,0,0,129,0,2,36,511,226,,90.1082,1049.19,1350.55
4,239,1,1,0,2,1,7,1,1,6,7,1,0,0.052126000,0,0,0,0,1,2020-10-17 16:09:16.785105944,6,0,4,0,0,129,11,1,38,1,194,,90.1082,1049.19,1350.55
5,72,1,0,1,1,2,11,1,4,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:09:16.825103998,1,0,8,0,0,129,12,1,58,1,101,,90.1082,1049.19,1350.55
6,72,1,0,1,1,2,11,1,2,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:09:20.202676058,2,0,1,0,0,129,3,2,32,255,179,-10.4448,90.1082,1049.19,1350.55
7,206,1,1,0,2,1,4,1,1,4,3,1,0,0.051342000,0,0,0,0,1,2020-10-17 16:09:20.402614117,3,0,11,0,0,129,2,2,16,15,123,-10.4448,90.1082,1049.19,1350.55
8,286,1,1,0,2,1,9,1,1,2,9,1,0,0.051444000,0,0,0,0,1,2020-10-17 16:09:22.442106962,0,0,6,0,0,129,12,1,46,1,52,-10.4448,90.1082,1049.19,1350.55
9,72,1,0,1,1,2,11,1,3,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:09:23.600279093,4,0,0,0,0,129,1,2,28,127,140,-10.4448,90.1082,1049.19,1350.55
10,208,1,1,0,2,1,5,1,1,3,4,1,0,0.051204000,0,0,0,0,1,2020-10-17 16:09:42.130373955,9,0,5,0,0,129,12,1,42,1,20,-10.4448,90.1082,1049.19,1350.54
11,72,1,0,1,1,2,11,1,8,1,6,1,0,-1,12,2,36,0,1,2020-10-17 16:09:42.458280087,8,0,2,0,0,129,4,1,33,0,156,-10.4448,90.1082,1005.25,1350.54
12,72,1,0,1,1,2,11,1,11,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:09:42.506259918,7,0,7,0,0,129,4,1,55,2,73,-10.4448,79.8714,1005.25,1350.54
13,225,1,1,0,2,1,6,1,1,8,5,1,0,0.052132000,0,0,0,0,1,2020-10-17 16:09:43.090277910,5,0,3,0,0,129,1,2,36,511,209,-10.4448,79.8714,1005.25,1350.54
14,293,1,1,0,2,1,10,1,1,11,10,1,0,0.052305000,0,0,0,1,2,2020-10-17 16:09:46.937340021,6,0,4,0,0,129,12,1,38,1,202,-10.4448,79.8714,1005.25,1350.54
15,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 16:09:46.977319956,1,0,8,0,0,129,13,1,58,1,86,-10.4448,79.8714,1005.25,1350.54
16,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,11,1,33,1,2,2020-10-17 16:09:50.354271889,2,0,1,0,0,129,4,2,32,255,166,-56.2611,79.8714,1005.25,1350.54
17,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:09:50.554271936,3,0,11,0,0,129,3,2,16,15,111,-56.2611,79.8714,1005.25,1350.54
18,72,1,0,1,1,2,11,1,7,1,6,1,0,-1,6,1,18,0,1,2020-10-17 16:09:52.594357014,0,0,6,0,0,129,13,1,46,1,38,-56.2611,79.8714,1005.25,1350.54
19,196,1,1,0,2,1,3,1,1,7,2,1,0,0.051625000,0,0,0,0,1,2020-10-17 16:09:53.754373074,4,0,0,0,0,129,2,2,28,127,128,-56.2611,79.8714,1005.25,1350.54
20,72,1,0,1,1,2,11,1,5,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:10:12.283341885,9,0,5,0,0,129,13,1,42,1,23,-56.2611,79.8714,1005.25,1350.55
21,142,1,1,0,2,1,1,1,1,5,15,1,0,0.051691000,0,0,0,0,1,2020-10-17 16:10:12.611365080,8,0,2,0,0,129,5,1,33,0,153,-56.2611,79.8714,1005.24,1350.55
22,72,1,0,1,1,2,11,1,10,1,6,1,0,-1,5,1,15,0,1,2020-10-17 16:10:12.659347057,7,0,7,0,0,129,5,1,55,2,76,-56.2611,79.8729,1005.24,1350.55
23,253,1,1,0,2,1,8,1,1,10,8,1,0,0.052096000,0,0,0,0,1,2020-10-17 16:10:13.243275881,5,0,3,0,0,129,2,2,36,511,212,-56.2611,79.8729,1005.24,1350.55
24,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:10:17.090382099,6,0,4,0,0,129,13,1,38,1,203,-56.2611,79.8729,1005.24,1350.55
25,72,1,0,1,1,2,11,1,9,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:10:17.130332947,1,0,8,0,0,129,14,1,58,1,87,-56.2611,79.8729,1005.24,1350.55
26,182,1,1,0,2,1,2,1,1,9,1,1,0,0.051224000,0,0,0,0,1,2020-10-17 16:10:20.506270884,2,0,1,0,0,129,5,2,32,255,169,-56.2586,79.8729,1005.24,1350.55
27,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 16:10:20.706285954,3,0,11,0,0,129,4,2,16,15,114,-56.2586,79.8729,1005.24,1350.55
28,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:10:22.746366024,0,0,6,0,0,129,14,1,46,1,35,-56.2586,79.8729,1005.24,1350.55
29,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 16:10:23.906312943,4,0,0,0,0,129,3,2,28,127,130,-56.2586,79.8729,1005.24,1350.55
30,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 16:10:33.729399920,8,0,10,0,0,129,6,3,1,1,233,-56.2586,79.8729,1005.24,1350.55
31,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 16:10:42.436429977,9,0,5,0,0,129,14,1,42,1,22,-56.2586,79.8729,1005.24,1350.55
32,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,14,3,42,1,2,2020-10-17 16:10:42.764355898,8,0,2,0,0,129,7,1,33,0,155,-56.2586,79.8729,1005.24,1350.55
