,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:23:47.555135250,9,0,5,0,0,129,0,1,42,1,19,,,,1350.55
1,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:23:47.991117716,8,0,2,0,0,129,4,1,33,0,199,,,,1350.55
2,72,2,0,2,1,2,11,1,6,1,6,1,0,-1,12,2,36,0,1,2020-10-17 16:23:48.679076910,5,0,3,0,0,129,13,2,36,511,298,,,,1350.55
3,239,2,2,0,2,1,7,1,1,6,7,1,0,0.050614439,0,0,0,0,1,2020-10-17 16:23:52.643069983,6,0,4,0,0,129,1,1,38,1,267,,1211.67,,1350.55
4,72,2,0,2,1,2,11,1,4,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:23:52.691133261,1,0,8,0,0,129,9,1,58,1,111,,1211.67,,1350.55
5,206,2,2,0,2,1,4,1,1,4,3,1,0,0.050707077,0,0,0,0,1,2020-10-17 16:23:55.686091661,2,0,1,0,0,129,0,2,32,255,226,-56.2571,1211.67,,1350.55
6,72,2,0,2,1,2,11,1,3,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:23:55.954123020,3,0,11,0,0,129,15,2,16,15,139,-56.2571,1211.67,,1350.55
7,208,2,2,0,2,1,5,1,1,3,4,1,0,0.050646966,0,0,0,1,2,2020-10-17 16:23:57.560233593,0,0,6,0,0,129,9,1,46,1,51,-56.2571,1211.67,,1350.55
8,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,11,2,33,0,1,2020-10-17 16:23:58.874116659,4,0,0,0,0,129,14,2,28,127,177,-56.2571,1211.67,,1350.55
9,72,2,0,2,1,2,11,1,8,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:23:59.536182165,6,0,10,0,0,129,2,3,1,1,309,-56.2571,1211.67,,1350.55
10,60,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:24:10.501258612,7,0,7,0,0,129,7,1,55,2,84,-56.2571,1211.67,79.8731,1350.55
11,72,2,0,2,1,2,11,1,11,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:24:11.441131115,6,0,9,0,0,129,3,0,1,1200,2,-56.2571,1211.67,79.8731,1350.55
12,225,2,2,0,2,1,6,1,1,8,5,1,0,0.051714513,0,0,0,0,1,2020-10-17 16:24:17.707230091,9,0,5,0,0,129,1,1,42,1,20,-56.2571,1211.67,79.8731,1350.55
13,293,2,2,0,2,1,10,1,1,11,10,1,0,0.051894353,0,0,0,0,1,2020-10-17 16:24:18.143186569,8,0,2,0,0,129,5,1,33,0,198,-56.2571,1211.67,79.8731,1350.55
14,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:24:18.831160069,5,0,3,0,0,129,14,2,36,511,299,-56.2571,1211.67,79.8731,1350.55
15,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 16:24:22.795174122,6,0,4,0,0,129,4,1,38,1,266,-56.2571,1204.46,79.8731,1350.55
16,60,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:24:22.843226433,1,0,8,0,0,129,10,1,58,1,110,-56.2571,1204.46,79.8731,1350.55
17,72,2,0,2,1,2,11,1,7,1,6,1,0,-1,5,1,15,0,1,2020-10-17 16:24:23.813173771,6,0,9,0,0,129,5,0,1,1100,4,-56.2571,1204.46,79.8731,1350.55
18,196,2,2,0,2,1,3,1,1,7,2,1,0,0.050801641,0,0,0,0,1,2020-10-17 16:24:25.839135170,2,0,1,0,0,129,1,2,32,255,227,-56.4258,1204.46,79.8731,1350.55
