,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,72,1,0,1,1,2,11,1,7,1,6,1,0,-1,0,0,0,0,1,2020-10-17 15:51:31.314979076,2,0,1,0,0,129,14,1,32,255,96,,,,
1,196,1,1,0,2,1,3,1,1,7,2,1,0,0.050742000,0,0,0,0,1,2020-10-17 15:51:31.520934105,3,0,10,0,0,129,13,1,16,15,64,-125.309,,,
2,72,1,0,1,1,2,11,1,5,1,6,1,0,-1,4,1,12,0,1,2020-10-17 15:51:36.166057110,9,0,5,0,0,129,8,0,42,1,0,-125.309,,,
3,142,1,1,0,2,1,1,1,1,5,13,1,0,0.050837000,0,0,0,0,1,2020-10-17 15:51:44.169069052,7,0,7,0,0,129,10,0,55,2,44,-125.309,,,
4,72,1,0,1,1,2,11,1,6,1,6,1,0,-1,8,2,24,0,1,2020-10-17 15:51:44.977092028,1,0,8,0,0,129,7,0,58,1,48,-125.309,,,-125.49
5,239,1,1,0,2,1,7,1,1,6,7,1,0,0.051731000,0,0,0,0,1,2020-10-17 15:51:45.485040903,8,0,2,0,0,129,9,0,33,0,94,-125.309,,,-125.49
6,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 15:51:48.393022060,6,0,4,0,0,129,12,0,38,1,126,-125.309,,,-125.49
7,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 15:51:54.121083021,0,0,6,0,0,129,8,0,46,1,17,-125.309,,-197.574,-125.49
8,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 15:51:55.277020931,4,0,0,0,0,129,13,1,28,127,82,-125.309,-51.0801,-197.574,-125.49
9,72,1,0,1,1,2,11,1,4,1,6,1,0,-1,12,2,36,0,1,2020-10-17 15:51:56.607038975,5,0,3,0,0,129,12,1,36,511,128,-125.309,-51.0801,-197.574,-125.49
10,286,1,1,0,2,1,9,1,1,4,9,1,0,0.050989000,0,0,0,0,1,2020-10-17 15:52:01.467030048,2,0,1,0,0,129,15,1,32,255,96,-125.309,-51.0801,-197.574,-125.49
11,72,1,0,1,1,2,11,1,11,1,6,1,0,-1,0,0,0,0,1,2020-10-17 15:52:01.673011065,3,0,10,0,0,129,14,1,16,15,64,-125.309,-51.0801,-197.574,-125.49
12,293,1,1,0,2,1,10,1,1,11,10,1,0,0.050904000,0,0,0,0,1,2020-10-17 15:52:06.319169998,9,0,5,0,0,129,9,0,42,1,0,-125.309,-51.0801,-197.574,-125.49
13,72,1,0,1,1,2,11,1,3,1,6,1,0,-1,0,0,0,0,1,2020-10-17 15:52:14.322225094,7,0,7,0,0,129,11,0,55,2,44,-125.309,-51.0801,-197.574,-125.49
