,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:49:45.793667078,2,0,4,0,0,129,15,1,55,2,38,,,79.8722,
1,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:49:53.836720943,3,0,1,0,0,129,15,1,33,0,52,,,79.8722,
2,72,1,0,1,1,2,6,1,2,1,4,1,0,-1,0,0,0,0,1,2020-10-17 17:49:55.976747036,0,0,0,0,0,129,6,2,32,255,64,-56.2588,,79.8722,
3,286,1,1,0,2,1,5,1,1,2,6,1,0,0.052275000,0,0,0,0,1,2020-10-17 17:49:57.105746031,1,0,2,0,0,129,6,1,38,1,96,-56.2588,1211.67,79.8722,
4,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 17:50:01.924722910,1,0,5,0,0,129,7,0,1,1200,2,-56.2588,1211.67,79.8722,
5,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:50:02.980835915,4,0,3,0,0,129,9,1,42,1,15,-56.2588,1211.67,79.8722,1350.56
6,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 17:50:12.819914103,1,0,5,0,0,129,8,0,1,1100,5,-56.2588,1211.67,79.8722,1350.56
7,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:50:15.946965933,2,0,4,0,0,129,0,1,55,2,37,-56.2588,1211.67,79.9076,1350.56
8,60,0,1,0,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:50:19.994942904,1,0,6,0,0,129,9,3,1,1,104,-56.2588,1211.67,79.9076,1350.56
9,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:50:23.991007090,3,0,1,0,0,129,0,1,33,0,57,-56.2588,1211.67,79.9076,1350.56
10,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:50:25.221012115,1,0,6,0,0,129,10,3,1,1,103,-56.2588,1211.67,79.9076,1350.56
11,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:50:26.131091118,0,0,0,0,0,129,7,2,32,255,67,-14.9833,1211.67,79.9076,1350.56
12,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:50:27.260082005,1,0,2,0,0,129,11,1,38,1,97,-14.9833,1233.13,79.9076,1350.56
13,72,1,0,1,1,2,6,1,3,1,4,1,0,-1,0,0,0,0,1,2020-10-17 17:50:33.134144068,4,0,3,0,0,129,10,1,42,1,16,-14.9833,1233.13,79.9076,1349.48
14,206,1,1,0,2,1,2,1,1,3,2,1,0,0.051367000,0,0,0,0,1,2020-10-17 17:50:35.062170029,3,0,5,0,0,129,1,0,1,999,4,-14.9833,1233.13,79.9076,1349.48
15,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:50:46.099327087,2,0,4,0,0,129,1,1,55,2,36,-14.9833,1233.13,79.9443,1349.48
16,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 17:50:46.403284073,2,0,5,0,0,129,2,0,1,82,7,-14.9833,1233.13,79.9443,1349.48
17,72,1,0,1,1,2,6,1,4,1,4,1,0,-1,0,0,0,0,1,2020-10-17 17:50:53.633446932,2,0,5,0,0,129,3,0,1,None,3,-14.9833,1233.13,79.9443,1349.48
18,196,1,1,0,2,1,1,1,1,4,1,1,0,0.051321000,0,0,0,0,1,2020-10-17 17:50:54.145354986,3,0,1,0,0,129,2,1,33,0,51,-14.9833,1233.13,79.9443,1349.48
19,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 17:50:56.283440113,0,0,0,0,0,129,8,2,32,255,65,-56.4988,1233.13,79.9443,1349.48
20,72,1,0,1,1,2,6,1,6,1,4,1,0,-1,5,1,15,0,1,2020-10-17 17:50:57.413402081,1,0,2,0,0,129,12,1,38,1,95,-56.4988,1200.73,79.9443,1349.48
21,225,1,1,0,2,1,3,1,1,6,3,1,0,0.051388000,0,0,0,0,1,2020-10-17 17:51:03.287512064,4,0,3,0,0,129,11,1,42,1,17,-56.4988,1200.73,79.9443,1350.55
