,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,72,1,1,0,1,2,6,1,2,1,4,1,0,-1,0,0,0,0,1,2020-10-17 19:41:30.728126287,2,0,4,0,0,129,14,1,55,2,14,,79.8725,,
1,286,1,0,1,2,1,5,1,1,2,6,1,0,0.151340838,0,0,0,0,1,2020-10-17 19:41:38.977254391,3,0,1,0,0,129,13,1,33,0,17,,79.8725,1005.24,
2,72,1,1,0,1,2,6,1,6,1,4,1,0,-1,20,5,112,0,1,2020-10-17 19:41:40.179177284,0,0,0,0,0,129,5,2,32,255,20,-56.2587,79.8725,1005.24,
3,206,1,0,1,2,1,2,1,1,6,2,1,0,0.151489264,0,0,0,0,1,2020-10-17 19:41:44.138237715,1,0,5,0,0,129,10,0,1,1200,2,-56.2587,79.8725,1005.24,
4,72,1,1,0,1,2,6,1,4,1,4,1,0,-1,8,2,76,0,1,2020-10-17 19:42:00.681284904,1,0,5,0,0,129,11,0,1,1200,2,-56.2587,79.8725,1005.24,
5,196,1,0,1,2,1,1,1,1,4,1,1,0,0.152393011,0,0,0,0,1,2020-10-17 19:42:11.691386938,1,0,5,0,0,129,12,0,1,1100,4,-56.2587,79.8725,1005.24,
6,81,1,1,0,1,2,7,1,3,1,7,1,0,-1,12,2,36,1,0,2020-10-17 19:42:17.537445784,1,0,2,0,0,129,13,1,38,1,29,-56.2587,79.8725,1005.24,
7,85,1,0,1,2,1,8,1,1,3,8,1,0,0.152104977,0,0,0,1,2,2020-10-17 19:42:18.777455807,3,0,5,0,0,129,14,0,1,1000,0,-56.2587,79.8725,1005.24,
8,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,12,2,36,0,1,2020-10-17 19:42:22.647526979,2,0,5,0,0,129,15,0,1,78,3,-56.2587,79.8725,1005.24,
9,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:42:24.565576077,4,0,3,0,0,129,9,1,42,1,8,-56.2587,79.8725,1005.24,1350.55
10,81,1,1,0,1,2,7,1,3,1,7,1,0,16.391411142,31,6,93,1,0,2020-10-17 19:42:30.706551790,4,0,5,0,0,129,10,0,1,1100,1,-56.2587,79.8725,1005.24,1350.55
11,85,1,0,1,2,1,8,1,1,3,8,1,0,0.151636059,0,0,0,0,1,2020-10-17 19:42:30.880578518,2,0,4,0,0,129,0,1,55,2,13,-56.2587,78.7673,1005.24,1350.55
12,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,8,2,24,0,1,2020-10-17 19:42:39.130650996,3,0,1,0,0,129,15,1,33,8,18,-56.2587,78.7673,1003.92,1350.55
13,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:42:39.588620186,2,0,5,0,0,129,1,0,1,None,6,-56.2587,78.7673,1003.92,1350.55
14,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 19:42:40.330554247,0,0,0,0,0,129,6,2,32,255,19,-56.5545,78.7673,1003.92,1350.55
15,81,1,1,0,1,2,7,1,3,1,7,1,0,10.857870756,8,2,24,1,0,2020-10-17 19:42:46.634720564,4,0,5,0,0,129,11,0,1,None,5,-56.5545,78.7673,1003.92,1350.55
16,85,1,0,1,2,1,8,1,1,3,8,1,0,0.152231342,6,1,18,1,2,2020-10-17 19:42:55.587748766,1,0,6,0,0,129,14,3,1,1,31,-56.5545,78.7673,1003.92,1350.55
17,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,12,2,36,0,1,2020-10-17 19:43:17.722275734,1,0,5,0,0,129,15,0,1,1200,2,-56.5545,78.7673,1003.92,1350.55
18,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:43:18.068102598,1,0,2,0,0,129,0,1,38,1,28,-56.5545,78.7673,1003.92,1350.55
19,72,1,1,0,1,2,6,1,3,1,4,1,0,5.694361649,0,0,0,0,1,2020-10-17 19:43:24.893054724,4,0,3,0,0,129,12,1,42,1,7,-56.5545,78.7673,1003.92,1308.94
20,225,1,0,1,2,1,3,1,1,3,3,1,0,0.151697298,0,0,0,0,1,2020-10-17 19:43:25.546068430,3,0,5,0,0,129,0,0,1,1000,0,-56.5545,78.7673,1003.92,1308.94
21,81,1,1,0,1,2,7,1,6,1,7,1,0,39.648970476,6,1,18,1,0,2020-10-17 19:43:31.174177885,2,0,4,0,0,129,2,1,55,2,12,-56.5545,84.6733,1003.92,1308.94
22,85,1,0,1,2,1,8,1,1,6,8,1,0,0.151230859,0,0,0,0,1,2020-10-17 19:43:34.289894104,2,0,5,0,0,129,3,0,1,78,3,-56.5545,84.6733,1003.92,1308.94
23,81,1,1,0,1,2,7,1,2,1,7,1,0,51.768194590,11,2,33,1,0,2020-10-17 19:43:39.355472326,3,0,1,0,0,129,1,1,33,0,23,-56.5545,84.6733,172.693,1308.94
24,85,1,0,1,2,1,8,1,1,2,8,1,0,0.151206100,0,0,0,0,1,2020-10-17 19:43:40.358231306,4,0,5,0,0,129,13,0,1,1100,1,-56.5545,84.6733,172.693,1308.94
25,72,1,1,0,1,2,6,1,5,1,4,1,0,-1,6,1,31,0,1,2020-10-17 19:43:40.550128698,0,0,0,0,0,129,7,2,32,255,21,-42.279,84.6733,172.693,1308.94
26,239,1,0,1,2,1,4,1,1,5,5,1,0,0.152859959,0,0,0,0,1,2020-10-17 19:43:45.967433453,4,0,5,0,0,129,14,0,1,None,5,-42.279,84.6733,172.693,1308.94
27,81,1,1,0,1,2,7,1,5,1,7,1,0,5.989431220,16,3,61,1,0,2020-10-17 19:43:56.338157892,1,0,5,0,0,129,1,0,1,1100,4,-42.279,84.6733,172.693,1308.94
