,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:28:45.709814072,6,0,6,0,0,129,12,1,55,2,33,,79.873,,
1,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:28:54.283737898,5,0,3,0,0,129,10,1,38,1,85,,79.873,,
2,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:28:55.574748993,3,0,10,0,0,129,0,2,16,15,48,,79.873,,
3,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:28:56.620809078,2,0,0,0,0,129,15,2,32,255,69,-56.258,79.873,,
4,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:29:02.377736092,7,0,1,0,0,129,6,1,33,0,57,-56.258,79.873,1005.24,
5,72,1,0,2,1,2,10,1,2,1,5,1,0,-1,16,0,44,0,1,2020-10-17 18:29:07.232809067,1,0,7,0,0,129,0,1,58,1,35,-56.258,79.873,1005.24,
6,286,1,2,0,2,1,8,1,1,2,8,1,0,0.000989000,0,0,0,0,1,2020-10-17 18:29:20.554018974,4,0,2,0,0,129,0,2,36,511,89,-56.258,79.873,1005.24,
7,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,18,0,106,0,1,2020-10-17 18:29:21.745744944,8,0,4,0,0,129,4,1,42,1,11,-56.258,79.873,1005.24,1350.55
8,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:29:27.976689100,5,0,9,0,0,129,11,3,1,1,96,-56.258,79.873,1005.24,1350.55
9,72,1,0,2,1,2,10,1,5,1,5,1,0,-1,3,0,9,0,1,2020-10-17 18:29:34.771801949,0,0,5,0,0,129,0,1,46,1,17,-56.258,79.873,1005.24,1350.55
10,225,1,2,0,2,1,5,1,1,5,4,1,0,0.001894000,0,0,0,0,1,2020-10-17 18:29:35.391746044,2,0,0,0,0,129,1,2,32,255,68,-56.2572,79.873,1005.24,1350.55
11,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:29:38.391669989,5,0,8,0,0,129,12,0,1,1200,1,-56.2572,79.873,1005.24,1350.55
12,72,1,0,2,1,2,10,1,4,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:29:45.861975908,6,0,6,0,0,129,13,1,55,2,32,-56.2572,79.897,1005.24,1350.55
13,142,1,2,0,2,1,1,1,1,4,14,1,0,0.000913000,0,0,0,0,1,2020-10-17 18:29:48.192673922,5,0,8,0,0,129,13,0,1,1100,4,-56.2572,79.897,1005.24,1350.55
14,72,1,0,2,1,2,10,1,11,1,5,1,0,-1,6,0,57,0,1,2020-10-17 18:29:54.432718039,7,0,8,0,0,129,7,0,1,1000,0,-56.2572,79.897,1005.24,1350.55
15,196,1,2,0,2,1,2,1,1,11,1,1,0,0.001087000,0,0,0,0,1,2020-10-17 18:29:54.434643030,5,0,3,0,0,129,14,1,38,1,84,-56.2572,79.897,1005.24,1350.55
16,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,6,0,57,0,1,2020-10-17 18:29:55.727700949,3,0,10,0,0,129,1,2,16,15,49,-56.2572,79.897,1005.24,1350.55
17,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:29:56.773751974,2,0,0,0,0,129,0,2,32,255,70,-56.3222,79.897,1005.24,1350.55
18,72,1,0,2,1,2,10,1,6,1,5,1,0,-1,4,0,12,0,1,2020-10-17 18:30:02.529705047,7,0,1,0,0,129,8,1,33,8,56,-56.3222,79.897,1001.25,1350.55
19,206,1,2,0,2,1,3,1,1,6,2,1,0,0.001008000,0,0,0,0,1,2020-10-17 18:30:07.385772943,1,0,7,0,0,129,1,1,58,1,34,-56.3222,79.897,1001.25,1350.55
20,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,2,0,32,0,1,2020-10-17 18:30:12.116841078,6,0,8,0,0,129,14,0,1,78,3,-56.3222,79.897,1001.25,1350.55
21,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,2,0,6,0,1,2020-10-17 18:30:20.706784964,4,0,2,0,0,129,1,2,36,511,90,-56.3222,79.897,1001.25,1350.55
22,42,0,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:30:21.199768066,6,0,8,0,0,129,15,0,1,78,7,-56.3222,79.897,1001.25,1350.55
23,42,0,2,0,0,0,0,0,0,0,0,0,0,-1,2,0,6,0,1,2020-10-17 18:30:21.897744894,8,0,4,0,0,129,5,1,42,1,12,-56.3222,79.897,1001.25,1350.55
24,72,1,0,2,1,2,10,1,9,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:30:28.801687002,8,0,8,0,0,129,6,0,1,1000,0,-56.3222,79.897,1001.25,1350.55
25,293,1,2,0,2,1,9,1,1,9,9,1,0,0.001068000,0,0,0,0,1,2020-10-17 18:30:34.924798012,0,0,5,0,0,129,1,1,46,1,18,-56.3222,79.897,1001.25,1350.55
