,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:09:41.842580080,9,0,5,0,0,129,12,1,42,1,25,,,,1350.54
1,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 16:09:42.170504093,8,0,2,0,0,129,4,1,33,0,172,,,1005.25,1350.54
2,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 16:09:42.218497038,7,0,7,0,0,129,4,1,55,2,82,,79.8714,1005.25,1350.54
3,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,14,3,42,1,2,2020-10-17 16:09:42.802484035,5,0,3,0,0,129,1,2,36,511,234,,79.8714,1005.25,1350.54
4,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 16:09:46.649519920,6,0,4,0,0,129,12,1,38,1,224,,79.8714,1005.25,1350.54
5,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,1,2,2020-10-17 16:09:46.689524889,1,0,8,0,0,129,13,1,58,1,95,,79.8714,1005.25,1350.54
6,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,8,2,24,0,1,2020-10-17 16:09:50.066445112,2,0,1,0,0,129,4,2,32,255,188,-56.2611,79.8714,1005.25,1350.54
7,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:09:50.266443967,3,0,11,0,0,129,3,2,16,15,125,-56.2611,79.8714,1005.25,1350.54
8,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,14,0,1,2020-10-17 16:09:52.306557894,0,0,6,0,0,129,13,1,46,1,42,-56.2611,79.8714,1005.25,1350.54
9,72,1,0,1,1,2,11,1,6,1,6,1,0,-1,6,1,18,0,1,2020-10-17 16:09:53.466541052,4,0,0,0,0,129,2,2,28,127,145,-56.2611,79.8714,1005.25,1350.54
10,239,1,1,0,2,1,7,1,1,6,7,1,0,0.002359000,0,0,0,0,1,2020-10-17 16:10:11.995490074,9,0,5,0,0,129,13,1,42,1,28,-56.2611,79.8714,1005.25,1350.55
11,72,1,0,1,1,2,11,1,4,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:10:12.323496103,8,0,2,0,0,129,5,1,33,0,169,-56.2611,79.8714,1005.24,1350.55
12,206,1,1,0,2,1,4,1,1,4,3,1,0,0.000362000,0,0,0,0,1,2020-10-17 16:10:12.371495008,7,0,7,0,0,129,5,1,55,2,85,-56.2611,79.8729,1005.24,1350.55
13,72,1,0,1,1,2,11,1,2,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:10:12.955434084,5,0,3,0,0,129,2,2,36,511,237,-56.2611,79.8729,1005.24,1350.55
14,286,1,1,0,2,1,9,1,1,2,9,1,0,0.000482000,0,0,0,0,1,2020-10-17 16:10:16.802495003,6,0,4,0,0,129,13,1,38,1,225,-56.2611,79.8729,1005.24,1350.55
15,72,1,0,1,1,2,11,1,3,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:10:16.842479944,1,0,8,0,0,129,14,1,58,1,96,-56.2611,79.8729,1005.24,1350.55
16,208,1,1,0,2,1,5,1,1,3,4,1,0,0.000342000,0,0,0,0,1,2020-10-17 16:10:20.218391895,2,0,1,0,0,129,5,2,32,255,191,-56.2586,79.8729,1005.24,1350.55
17,72,1,0,1,1,2,11,1,8,1,6,1,0,-1,12,2,36,0,1,2020-10-17 16:10:20.418399096,3,0,11,0,0,129,4,2,16,15,128,-56.2586,79.8729,1005.24,1350.55
18,225,1,1,0,2,1,6,1,1,8,5,1,0,0.001397000,0,0,0,0,1,2020-10-17 16:10:22.458489895,0,0,6,0,0,129,14,1,46,1,39,-56.2586,79.8729,1005.24,1350.55
19,72,1,0,1,1,2,11,1,11,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:10:23.618418932,4,0,0,0,0,129,3,2,28,127,147,-56.2586,79.8729,1005.24,1350.55
20,293,1,1,0,2,1,10,1,1,11,10,1,0,0.001529000,0,0,0,0,1,2020-10-17 16:10:33.441474915,8,0,10,0,0,129,6,3,1,1,257,-56.2586,79.8729,1005.24,1350.55
21,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:10:42.148515940,9,0,5,0,0,129,14,1,42,1,27,-56.2586,79.8729,1005.24,1350.55
22,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 16:10:42.476453066,8,0,2,0,0,129,7,1,33,0,171,-56.2586,79.8729,1005.24,1350.55
23,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:10:42.524513959,7,0,7,0,0,129,6,1,55,2,83,-56.2586,79.8731,1005.24,1350.55
24,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 16:10:43.108433962,5,0,3,0,0,129,3,2,36,511,236,-56.2586,79.8731,1005.24,1350.55
25,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,1,2,2020-10-17 16:10:46.954495907,6,0,4,0,0,129,14,1,38,1,227,-56.2586,79.8731,1005.24,1350.55
26,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,1,0,2,1,2,2020-10-17 16:10:46.994509935,1,0,8,0,0,129,15,1,58,1,98,-56.2586,79.8731,1005.24,1350.55
27,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 16:10:50.370450020,2,0,1,0,0,129,6,2,32,255,190,-56.2578,79.8731,1005.24,1350.55
28,72,1,0,1,1,2,11,1,7,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:10:50.570475101,3,0,11,0,0,129,5,2,16,15,127,-56.2578,79.8731,1005.24,1350.55
29,196,1,1,0,2,1,3,1,1,7,2,1,0,0.000368000,0,0,0,1,2,2020-10-17 16:10:52.610526085,0,0,6,0,0,129,15,1,46,1,41,-56.2578,79.8731,1005.24,1350.55
