,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,72,1,0,1,1,2,6,1,2,1,4,1,0,-1,0,0,0,0,1,2020-10-17 18:05:21.532471895,2,0,4,0,0,129,5,1,55,2,39,,79.873,,
1,286,1,1,0,2,1,5,1,1,2,6,1,0,0.001393000,0,0,0,0,1,2020-10-17 18:05:29.250420093,3,0,1,0,0,129,2,1,33,0,48,,79.873,1005.24,
2,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 18:05:31.314445019,0,0,0,0,0,129,5,2,32,255,62,-56.258,79.873,1005.24,
3,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:05:32.627419949,1,0,2,0,0,129,0,1,38,1,85,-56.258,79.873,1005.24,
4,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 18:05:38.643443108,4,0,3,0,0,129,1,1,42,1,19,-56.258,79.873,1005.24,1350.55
5,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 18:05:40.342382908,1,0,6,0,0,129,1,3,1,1,90,-56.258,79.873,1005.24,1350.55
6,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:05:51.685496092,2,0,4,0,0,129,6,1,55,2,38,-56.258,79.8731,1005.24,1350.55
7,72,1,0,1,1,2,6,1,3,1,4,1,0,-1,5,1,15,0,1,2020-10-17 18:05:53.561419964,1,0,5,0,0,129,2,0,1,1200,2,-56.258,79.8731,1005.24,1350.55
8,206,1,1,0,2,1,2,1,1,3,2,1,0,0.001488000,0,0,0,0,1,2020-10-17 18:05:59.402441025,3,0,1,0,0,129,3,1,33,0,47,-56.258,79.8731,1005.39,1350.55
9,72,1,0,1,1,2,6,1,4,1,4,1,0,-1,4,1,12,0,1,2020-10-17 18:06:01.467449903,0,0,0,0,0,129,6,2,32,255,63,-56.4416,79.8731,1005.39,1350.55
10,196,1,1,0,2,1,1,1,1,4,1,1,0,0.001469000,0,0,0,0,1,2020-10-17 18:06:02.779403925,1,0,2,0,0,129,3,1,38,1,84,-56.4416,79.8731,1005.39,1350.55
11,72,1,0,1,1,2,6,1,6,1,4,1,0,-1,4,1,12,0,1,2020-10-17 18:06:08.151407003,1,0,5,0,0,129,4,0,1,1100,5,-56.4416,79.8731,1005.39,1350.55
12,225,1,1,0,2,1,3,1,1,6,3,1,0,0.000450000,0,0,0,0,1,2020-10-17 18:06:08.795442104,4,0,3,0,0,129,2,1,42,1,20,-56.4416,79.8731,1005.39,1350.55
13,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,8,2,24,0,1,2020-10-17 18:06:21.837483883,2,0,4,0,0,129,7,1,55,2,37,-56.4416,79.9191,1005.39,1350.55
14,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:06:28.031431913,3,0,5,0,0,129,4,0,1,1001,1,-56.4416,79.9191,1005.39,1350.55
15,72,1,0,1,1,2,6,1,5,1,4,1,0,-1,8,1,24,0,1,2020-10-17 18:06:29.554406881,3,0,1,0,0,129,5,1,33,9,46,-56.4416,79.9191,1002.6,1350.55
16,239,1,1,0,2,1,4,1,1,5,5,1,0,0.001590000,0,0,0,0,1,2020-10-17 18:06:31.620445013,0,0,0,0,0,129,7,2,32,255,64,-56.3873,79.9191,1002.6,1350.55
17,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:06:32.930416107,1,0,2,0,0,129,5,1,38,1,83,-56.3873,79.9191,1002.6,1350.55
18,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:06:38.946444035,4,0,3,0,0,129,3,1,42,1,21,-56.3873,79.9191,1002.6,1350.55
19,42,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:06:40.511430979,2,0,5,0,0,129,8,0,1,None,4,-56.3873,79.9191,1002.6,1350.55
20,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:06:51.990487099,2,0,4,0,0,129,9,1,55,2,36,-56.3873,79.5984,1002.6,1350.55
21,89,1,0,1,1,2,9,1,6,1,9,1,0,-1,6,1,18,0,1,2020-10-17 18:06:53.108441114,4,0,5,0,0,129,4,0,1,1000,0,-56.3873,79.5984,1002.6,1350.55
22,91,1,1,0,2,1,10,1,1,6,10,1,0,0.001761000,0,0,0,1,0,2020-10-17 18:06:59.706413031,3,0,1,0,0,129,6,1,33,9,50,-56.3873,79.5984,1007.12,1350.55
23,60,0,0,2,0,0,0,0,0,0,0,0,0,-1,12,2,36,0,1,2020-10-17 18:07:01.001441002,2,0,5,0,0,129,10,0,1,82,9,-56.3873,79.5984,1007.12,1350.55
