,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4
0,72,1,0,1,1,2,6,1,4,1,4,1,0,-1,0,0,0,0,1,2020-10-17 18:04:31.380242109,0,0,0,0,0,129,3,2,32,255,58,-64.2905,,,
1,196,1,1,0,2,1,1,1,1,4,1,1,0,0.051699000,0,0,0,0,1,2020-10-17 18:04:32.696228027,1,0,2,0,0,129,14,1,38,1,72,-64.2905,,,
2,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:04:38.710324049,4,0,3,0,0,129,15,1,42,1,11,-64.2905,,,1305.29
3,72,1,0,1,1,2,6,1,6,1,4,1,0,-1,0,0,0,0,1,2020-10-17 18:04:51.752470016,2,0,4,0,0,129,4,1,55,2,34,-64.2905,80.7208,,1305.29
4,225,1,1,0,2,1,3,1,1,6,3,1,0,0.051764000,0,0,0,0,1,2020-10-17 18:04:59.470196009,3,0,1,0,0,129,1,1,33,9,44,-64.2905,80.7208,1007.03,1305.29
5,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:05:01.534023045,0,0,0,0,0,129,4,2,32,255,54,-56.2493,80.7208,1007.03,1305.29
6,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:05:02.848006964,1,0,2,0,0,129,15,1,38,1,79,-56.2493,80.7208,1007.03,1305.29
7,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:05:08.863121033,4,0,3,0,0,129,0,1,42,1,14,-56.2493,80.7208,1007.03,1350.55
8,72,1,0,1,1,2,6,1,5,1,4,1,0,-1,4,1,12,0,1,2020-10-17 18:05:21.905317068,2,0,4,0,0,129,5,1,55,2,33,-56.2493,79.873,1007.03,1350.55
9,239,1,1,0,2,1,4,1,1,5,5,1,0,0.050761000,0,0,0,0,1,2020-10-17 18:05:29.623336077,3,0,1,0,0,129,2,1,33,0,43,-56.2493,79.873,1005.24,1350.55
10,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:05:31.687392950,0,0,0,0,0,129,5,2,32,255,55,-56.258,79.873,1005.24,1350.55
11,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:05:33.000391006,1,0,2,0,0,129,0,1,38,1,78,-56.258,79.873,1005.24,1350.55
12,72,1,0,1,1,2,6,1,2,1,4,1,0,-1,35,6,105,0,1,2020-10-17 18:05:39.016499043,4,0,3,0,0,129,1,1,42,1,15,-56.258,79.873,1005.24,1350.55
13,286,1,1,0,2,1,5,1,1,2,6,1,0,0.050770000,0,0,0,0,1,2020-10-17 18:05:40.715425014,1,0,6,0,0,129,1,3,1,1,84,-56.258,79.873,1005.24,1350.55
14,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 18:05:52.058693886,2,0,4,0,0,129,6,1,55,2,32,-56.258,79.8731,1005.24,1350.55
